Feature,COANC_B01-T0-1_neg_4282025_018,COANC_B01-T0-1_neg_4282025_019,COANC_B01-T0-1_neg_4282025_020,COANC_B01-T0-2_neg_4282025_021,COANC_B01-T0-2_neg_4282025_022,COANC_B01-T0-2_neg_4282025_023,COANC_B01-T1-1_neg_4282025_024,COANC_B01-T1-1_neg_4282025_025,COANC_B01-T1-1_neg_4282025_026,COANC_B01-T1-2_neg_4282025_027,COANC_B01-T1-2_neg_4282025_028,COANC_B01-T1-2_neg_4282025_029,COANC_B01-T2-1_neg_4282025_030,COANC_B01-T2-1_neg_4282025_031,COANC_B01-T2-1_neg_4282025_032,COANC_B01-T2-2_neg_4282025_033,COANC_B01-T2-2_neg_4282025_034,COANC_B01-T2-2_neg_4282025_035,COANC_B01-T3-1_neg_4282025_036,COANC_B01-T3-1_neg_4282025_037,COANC_B01-T3-1_neg_4282025_038,COANC_B01-T3-2_neg_4282025_039,COANC_B01-T3-2_neg_4282025_040,COANC_B01-T3-2_neg_4282025_041,COANC_B01-T4-1_neg_4282025_042,COANC_B01-T4-1_neg_4282025_043,COANC_B01-T4-1_neg_4282025_044,COANC_B01-T4-2_neg_4282025_045,COANC_B01-T4-2_neg_4282025_046,COANC_B01-T4-2_neg_4282025_047,COANC_B01-T5-1_neg_4282025_048,COANC_B01-T5-1_neg_4282025_049,COANC_B01-T5-1_neg_4282025_050,COANC_B01-T5-2_neg_4282025_051,COANC_B01-T5-2_neg_4282025_052,COANC_B01-T5-2_neg_4282025_053,COANC_B01-T6-1_neg_4282025_054,COANC_B01-T6-1_neg_4282025_055,COANC_B01-T6-1_neg_4282025_056,COANC_B01-T6-2_neg_4282025_057,COANC_B01-T6-2_neg_4282025_058,COANC_B01-T6-2_neg_4282025_059,COANC_B01-T7-1_neg_4282025_060,COANC_B01-T7-1_neg_4282025_061,COANC_B01-T7-1_neg_4282025_062,COANC_B01-T7-2_neg_4282025_063,COANC_B01-T7-2_neg_4282025_064,COANC_B01-T7-2_neg_4282025_065,COANC_B02-T0-1_neg_4282025_068,COANC_B02-T0-1_neg_4282025_069,COANC_B02-T0-1_neg_4282025_070,COANC_B02-T0-2_neg_4282025_071,COANC_B02-T0-2_neg_4282025_072,COANC_B02-T0-2_neg_4282025_073,COANC_B02-T1-1_neg_4282025_074,COANC_B02-T1-1_neg_4282025_075,COANC_B02-T1-1_neg_4282025_076,COANC_B02-T1-2_neg_4282025_077,COANC_B02-T1-2_neg_4282025_078,COANC_B02-T1-2_neg_4282025_079,COANC_B02-T2-1_neg_4282025_080,COANC_B02-T2-1_neg_4282025_081,COANC_B02-T2-1_neg_4282025_082,COANC_B02-T2-2_neg_4282025_083,COANC_B02-T2-2_neg_4282025_084,COANC_B02-T2-2_neg_4282025_085,COANC_B02-T3-1_neg_4282025_086,COANC_B02-T3-1_neg_4282025_087,COANC_B02-T3-1_neg_4282025_088,COANC_B02-T3-2_neg_4282025_089,COANC_B02-T3-2_neg_4282025_090,COANC_B02-T3-2_neg_4282025_091,COANC_B02-T4-1_neg_4282025_092,COANC_B02-T4-1_neg_4282025_093,COANC_B02-T4-1_neg_4282025_094,COANC_B02-T4-2_neg_4282025_095,COANC_B02-T4-2_neg_4282025_096,COANC_B02-T4-2_neg_4282025_097,COANC_B02-T5-1_neg_4282025_098,COANC_B02-T5-1_neg_4282025_099,COANC_B02-T5-1_neg_4282025_100,COANC_B02-T5-2_neg_4282025_101,COANC_B02-T5-2_neg_4282025_102,COANC_B02-T5-2_neg_4282025_103,COANC_B02-T6-1_neg_4282025_104,COANC_B02-T6-1_neg_4282025_105,COANC_B02-T6-1_neg_4282025_106,COANC_B02-T6-2_neg_4282025_107,COANC_B02-T6-2_neg_4282025_108,COANC_B02-T6-2_neg_4282025_109,COANC_B02-T7-1_neg_4282025_110,COANC_B02-T7-1_neg_4282025_111,COANC_B02-T7-1_neg_4282025_112,COANC_B02-T7-2_neg_4282025_113,COANC_B02-T7-2_neg_4282025_114,COANC_B02-T7-2_neg_4282025_115,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
682.3771998 @ 215.0738586137084,9045.4145,11506.15501,11881.56821,11536.19905,11813.0117,11939.94625,11260.27342,10841.61813,10870.55342,12702.4118,12033.30425,11723.03448,12445.42252,12127.25544,12091.72055,14107.25246,13589.42942,13621.08919,14716.30419,14842.09782,15032.59788,14191.85692,14099.88284,14671.11122,10762.34359,10146.48699,10915.71539,11781.20861,11314.76352,12049.9826,14730.2693,14865.21564,15143.57688,15905.41846,15607.12478,15228.5318,12646.00239,12355.75541,12441.77814,12022.2419,11477.87331,11523.18042,12236.30147,11506.73259,11823.996,11608.22655,11499.62084,11925.02284,11132.04232,11448.49033,10977.6925,10446.64213,10582.03208,9626.944011,9016.4539,8876.889171,9161.946291,14971.38224,14673.19282,13637.10256,9284.362899,13167.06328,13698.47689,12408.94722,10602.80653,11570.17574,11047.5742,10856.87327,10276.58925,11601.67572,11801.77385,11920.8473,12797.7462,13344.51872,12172.14499,8454.170033,12772.78817,7735.254409,11924.03012,11395.13369,12374.64453,16401.79969,15316.01072,16068.65274,18418.79878,16747.4518,18633.26495,12697.64962,16645.83149,13974.83052,16071.21489,11852.9856,15324.79955,18785.33323,19677.00542,20209.14374,5605.441597,6083.483465,7091.711679,6945.855346,6828.848246,6536.15933,8154.018876,0,0,0,0,0,0,0,0,0,0,0,0
683.2885685 @ 162.1341955790297,27543.25764,14702.21704,16192.51188,27749.05464,28443.0294,23102.11218,13082.32375,14965.10082,22592.22239,25507.33248,24589.53783,14089.15963,16638.87147,28000.52426,17147.19359,29808.16831,19400.28494,19090.42755,14933.79625,12340.86014,14044.81783,12749.07618,7223.768653,10776.20103,13996.87692,13511.85956,13486.41939,15749.65573,27377.96967,17005.85792,13263.45401,7415.174887,12442.74347,14967.07029,12285.55015,14010.61588,12040.72619,12027.03099,11704.8351,10204.70625,9157.275455,7066.549005,11349.83238,10430.2669,4934.604892,9013.237448,7304.882069,9705.826022,12986.5583,13441.2678,13252.57082,11554.32464,11852.26255,10308.80496,6709.76592,5701.672824,10432.4979,5790.499903,5085.912986,10710.13118,13048.49679,17709.4977,14322.53176,25091.01008,22539.36036,23360.44628,13294.54048,13836.49113,5624.867007,13062.13053,14278.15951,14706.29644,22311.25558,23016.76456,22280.75667,3971.413203,11480.00141,6990.042737,9702.551535,9378.032651,4956.22337,15876.77493,16201.2931,10420.18277,19647.22134,5474.281136,12641.01279,5903.327145,7860.278843,11502.36217,1345.440645,4849.422927,1469.237555,12834.36329,11273.45488,14639.81633,7918.177622,7713.699367,8748.999106,8430.905865,7690.108249,9442.24152,9174.139503,0,0,0,0,0,0,0,0,0,0,0,0
684.2727523 @ 175.6277021935839,20603.23534,19149.63026,20418.51892,20899.30889,20945.8057,20678.53724,15220.38311,8507.914261,14092.81355,22346.84608,21694.69886,22821.26391,22367.67545,22658.64053,22618.88828,26025.36097,25711.95659,25428.31206,19574.51482,22064.86484,24199.29889,24111.57751,20137.14787,17830.51565,6877.86234,14297.78398,17237.95915,20248.17357,20718.82598,19206.93626,16948.4893,12590.54072,12984.45735,21870.32516,20744.5974,21688.96818,21561.95257,20760.4518,20821.90514,18455.22006,17645.06569,17918.98329,20301.84125,18938.51926,15938.83338,12775.48739,11613.94278,14610.47434,15438.45975,19146.74391,18429.35399,10643.59654,16078.38954,12682.41394,16000.86061,11780.15103,11351.42289,10747.93081,9194.836754,11587.51684,9002.592763,18628.39148,14434.31725,20541.80115,15948.71125,18627.49091,16085.87184,15226.69025,13244.91363,19382.77482,19929.00952,18946.4242,20736.07778,20895.26403,21520.72139,8438.929738,13982.05077,7362.445049,8977.03842,8527.652217,9152.220984,16404.00797,17737.93673,20592.46262,8893.798453,8794.517851,21439.5749,9811.007354,7091.847569,22785.36592,5036.427529,5016.57262,5715.346932,18898.28749,19424.00115,20125.08534,26261.15098,25092.78902,25607.22818,24148.48426,23262.56313,24762.53833,22083.23825,0,0,0,0,0,0,0,0,0,0,0,0
685.2029061 @ 268.6905744751331,98286.39145,95762.81342,102036.0476,41796.31974,39979.97576,39693.61739,40288.32019,40149.75515,41150.70216,56626.89611,54788.79804,53967.88638,38883.00634,38322.36317,36735.83951,46271.52326,46157.68426,46353.09505,55249.8857,55853.41236,55032.4811,33262.96089,33387.96102,33574.27587,47648.50954,47185.12342,46288.76483,51189.63623,51053.57716,50475.51253,132299.9037,132743.1288,134834.0196,98017.47121,93931.20607,96731.1611,28485.69746,27244.89592,28307.46666,16699.17291,15896.418,16037.02687,32721.54452,31463.83457,31572.48859,35050.37651,34669.9148,36058.22103,19044.63119,20539.10106,19613.36162,41761.8415,41749.41968,41266.53413,24955.34317,24347.7831,23007.78591,31430.71498,31716.32059,31003.0078,57952.92126,57907.76119,58759.51156,78049.67619,71787.8834,76293.93766,55327.00047,54867.91199,52712.7466,33928.56441,33181.49149,33831.57423,41587.24032,41836.80046,39830.80451,51399.21133,51454.52356,49434.68149,29408.08244,29534.19504,30031.64411,45857.1135,45875.42686,46869.64646,51252.28048,50161.64241,52813.31806,25002.69319,29262.8664,29136.41275,60107.97811,61220.12952,61142.63041,79698.51172,83262.58244,81963.27912,39037.06303,34946.74386,35080.2597,33681.71879,33190.36891,32774.83866,32835.3355,0,0,0,0,0,0,0,0,0,0,0,0
685.2637421 @ 167.9948245311101,54725.55833,44238.31098,46664.59504,44971.79647,92106.47442,89011.4988,36818.86052,66981.57053,33326.82807,46784.05675,55936.76142,63024.21094,80019.51249,49661.76589,50601.78336,51109.24942,51205.18582,62873.14975,57286.66946,56079.49339,73542.0044,76451.69083,72026.22944,76686.06835,47037.28987,65004.24779,65568.49528,38101.36504,43137.76306,44700.57084,85872.93631,66745.49832,65582.10986,78661.3808,80362.94781,85608.31242,49314.15613,47266.50724,46214.99994,52222.69798,38937.36558,46160.55231,90061.50993,59196.38436,79721.90544,55635.09898,42452.38066,38017.94269,34866.48909,41560.95755,35218.54241,33108.95798,36690.8984,24146.80806,37738.32245,52724.22935,27762.61502,45545.18953,33089.80341,33204.97136,118905.1499,40725.75945,111653.6762,53775.75184,37885.33307,43393.25007,57037.08629,43915.64201,35850.66826,49152.13461,42873.09881,65170.38278,60231.93253,56352.20487,62518.50078,24734.75515,30454.6749,36838.67424,39233.24041,79323.37195,39008.64678,92707.08254,36276.62844,93356.54294,78785.65965,81602.19309,87173.97405,58568.31378,53473.64896,52806.78729,44600.30267,47562.86508,36364.10001,53382.26856,62216.67619,43680.66035,64819.73484,61082.7738,63458.56335,59706.20752,58613.77917,37471.97153,42717.9832,0,0,0,0,0,0,0,0,0,0,0,0
685.2677838 @ 161.1368261749122,53693.28518,52991.48764,69433.87161,50869.37864,48354.22639,45486.29224,45591.74444,51178.77021,42847.27552,52620.64548,52019.37364,71393.32195,65305.15355,57463.64083,65373.32638,62688.58207,65174.61424,78329.69739,93784.33785,93739.42513,69721.02576,57067.80824,63447.94453,43488.54924,44435.64565,43090.593,43683.53964,51651.16296,50802.60775,48366.53142,42942.16924,48481.08071,53138.5058,75088.58666,59477.3515,78719.61932,27520.15836,38152.00369,38212.41582,31440.78336,31924.82827,28341.93641,37423.53134,44345.91951,42025.93132,37113.65613,34291.96611,33684.55705,53541.79979,48136.26851,43515.43047,40463.81523,39486.89686,37434.45472,56536.41088,63418.84571,57664.65133,35860.1091,44053.49403,29762.03265,93949.42481,59953.5998,63475.42103,62450.28108,45964.54876,49903.31195,70190.18563,71027.40025,63129.92149,47684.74513,51951.57006,48803.42751,51976.56294,53329.56631,49641.11187,50199.92312,38056.40234,36838.67424,60817.45105,55105.68153,46968.73516,66120.79648,67360.40508,68569.84049,78785.65965,81602.19309,87173.97405,58568.31378,70780.15233,70823.45249,30047.46048,23278.69743,6691.149772,49845.07789,46674.44825,50516.17151,48998.05924,44541.31393,45634.40741,44098.4425,42450.00706,38768.95656,52738.53611,0,0,0,0,0,0,0,0,0,0,0,0
685.351544 @ 185.2874700281233,25674.47398,25993.29503,26693.72773,22586.55914,22990.01084,23664.99727,22359.94796,22515.86096,22839.04457,24828.11888,24532.90863,24561.30603,24893.38545,24075.52167,23725.86054,27614.20217,27219.2137,23321.15378,28180.50934,28162.46933,27449.72572,25441.62621,27902.08404,28403.00943,23494.62493,23997.5374,23496.22706,25772.10436,26250.81563,26601.24227,28119.47497,28015.61243,27346.54337,29480.84493,29569.6949,28611.6653,26141.79986,25125.29027,24922.71508,23693.38539,22591.41279,23188.40443,20683.23495,23003.97371,23570.88182,22319.25131,19854.9376,21286.2864,15931.03376,17189.35959,16719.81728,17770.9294,20628.12264,20376.20441,19843.921,19997.57289,20035.27444,20536.23674,20389.40948,20135.22705,20725.57058,19909.25382,20026.76786,25430.78548,21026.37473,23336.23908,21175.06488,21693.02001,20255.17513,24173.05915,24227.60588,24235.64647,26973.76042,26632.35973,26551.90319,25458.9783,23158.20435,20657.37925,16120.39829,14958.36426,17425.22038,22840.22269,15177.82393,23261.38126,22794.51274,17795.19531,27961.23633,9193.544604,22805.10594,11516.67758,33935.64743,21514.86264,34057.80456,28135.55634,31610.21641,30661.65749,29823.98465,28969.9232,27717.55118,25566.0526,25426.18303,24647.75722,23848.0605,0,0,0,0,0,0,0,0,0,0,0,0
685.351743 @ 145.211187988107,13153.89223,14274.45667,15025.2801,16320.92002,17049.89437,16520.15335,13102.22709,13502.49482,14223.27734,15385.40218,14946.30645,8770.990406,13369.11077,14080.47725,14189.00856,14469.57957,13676.32747,13930.61913,14575.2912,14474.53309,14235.08581,12799.43292,13702.829,12470.67513,12936.15201,13448.75349,13893.53243,13691.48315,13781.28165,13387.58571,9326.180334,9544.099556,9777.857584,17191.66286,16803.12853,16768.13719,16498.22545,16548.15871,16791.76526,14735.47097,14558.22833,14544.38531,12131.20179,12769.40094,12678.75032,14047.42702,13497.1209,14161.00522,13235.85718,14372.4862,12395.14461,12587.52294,12108.804,12067.1942,8925.538832,9131.556343,8414.186564,15159.08573,14159.94941,14916.50482,5212.628437,10067.7947,9341.454155,12335.20034,10734.59539,11095.10574,11783.53754,11047.43662,10597.57914,13278.29763,11839.09167,12046.88739,14112.25566,14485.49659,14695.72135,8089.850628,7876.298204,14593.49072,9914.636571,7661.343002,10576.92637,16422.39366,15341.12008,13406.42613,14157.74647,10571.07217,9692.221649,12498.94089,17074.01358,16773.31933,10090.9509,8224.571632,18933.63127,16237.48812,16737.09762,16619.94011,13050.2419,12583.90096,12489.8439,11927.87584,12288.02688,12232.70745,12381.07813,0,0,0,0,0,0,0,0,0,0,0,0
685.9226758 @ 654.4135938699794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,254614.6032,0,0,0,0,0
686.2709982 @ 161.1284407026232,11961.50261,17205.51185,5697.472544,11505.64869,11421.49291,9691.491609,6458.841627,4793.434885,12190.13981,6257.555195,21510.00583,17827.32668,19426.18792,21548.06663,20322.1537,13410.07205,18572.29931,19996.98521,23883.71562,23563.52931,28548.40457,14032.13176,13593.86707,16340.15063,3742.400837,10555.68956,9179.437958,16390.64652,16025.29398,14935.67954,7976.277169,9921.040264,4772.040913,12604.7002,18254.67601,12558.67572,14222.26172,15042.25711,16607.03341,5294.397257,5432.591841,3728.318966,8499.225979,5887.007911,7746.899183,2838.234331,4930.758183,2705.803651,8503.427492,13378.33547,10789.89868,5548.533713,6366.652913,11490.37762,18408.10329,16304.79796,9350.230689,1654.87623,2556.007753,2250.987132,4432.92684,7692.88705,6084.585712,19302.27231,24481.06317,15705.10847,15340.60649,11999.50645,15065.86179,16221.59862,12770.69921,18081.43643,27229.72175,29008.34453,18935.08801,421.2978811,432.6436401,0,4455.327536,6313.438992,887.6484214,10044.18507,7556.427083,8948.155987,967.835787,1076.252199,1174.867049,0,0,0,0,0,0,14873.88657,16627.25571,25468.38492,9575.194612,13750.00616,10980.30883,13751.16543,14885.77973,13960.32014,9566.049939,0,0,0,0,0,0,0,0,0,0,0,0
686.3469845 @ 192.8146738116218,339884.275,358576.0127,332708.6819,327716.6548,329983.9096,316323.4817,291831.986,305643.178,292686.3731,352507.5709,336180.6385,345110.2035,326007.1157,306588.3569,310901.3357,298853.1201,315065.8028,318170.0474,421703.669,435617.6815,449583.8321,422043.0063,397639.8445,416234.0776,320793.8361,318348.1343,320242.7213,276649.8895,288900.2461,290888.7565,395920.2558,386177.3981,367269.7696,398184.5284,387171.5696,394160.8476,356829.4969,330656.0674,335510.2462,316625.3389,286360.4318,302971.0594,364944.5984,337189.5857,369776.9314,348402.8263,338577.3084,340732.2804,280523.2094,292202.1706,270058.7004,284015.921,278661.0855,235090.4184,259260.3124,248362.9854,301159.8886,414857.8462,375637.8183,371218.7628,472081.5196,464348.7588,452169.9091,272520.6672,244111.1321,249170.1394,314709.6749,322763.7008,312071.7397,280402.4738,290994.1373,297405.698,305420.3407,318762.9973,295423.8425,558385.5667,549150.9423,528262.362,393648.9759,338468.1002,417722.6802,473950.1478,448484.7891,477733.3799,631980.8658,561373.0682,653059.3892,784357.3674,821005.777,789376.8113,794682.6622,701333.6379,700415.7653,387180.1179,393877.2419,374411.421,131689.6663,119583.8072,120063.6405,113739.7112,109152.1683,111573.6043,113305.0759,0,0,0,1438.332139,0,0,0,0,0,0,0,0
687.3163595 @ 505.733849915763,26083.55116,26815.61815,27291.38841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,298.4894259,423.4184629,583.8755429,1234.116633,1536.540606,2234.048139,0,0,0,113160.5585,113232.3362,114566.6316,8161.905778,9114.662309,6835.09306,0,0,0,1421.719509,1116.796785,127.0805342,521.1585906,317.1273341,630.1355925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2795.368316,2894.608099,2883.423249,2062.686875,1775.147616,1989.560002,2471.017502,0,0,0,0,0,0,0,0,0,0,0,0
687.920058 @ 652.0960113557378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366352.3648,0,0,0,0,0
688.2137764 @ 308.5033701032549,13299.90257,14637.62563,14012.36198,13909.04519,14497.58739,13434.0585,10145.26255,9404.942149,9788.698914,11293.03012,11132.75287,10514.62133,10617.93622,10491.77012,5550.784889,13591.61613,13872.50744,13826.94685,12046.04907,11555.35461,11912.78961,12711.25448,13365.64153,12556.97631,11418.04884,8954.960358,10333.88905,9967.816891,10430.57477,7182.441087,11218.99356,13087.32217,13004.34049,17348.55613,16716.24842,17173.13908,12390.19591,11972.04917,11664.69399,9867.126911,10176.57096,9366.378788,11123.28006,10719.42306,9571.071349,11617.26487,11189.16355,11166.70188,6652.523482,6720.331579,5902.033291,8961.974919,8052.101222,8172.090387,4140.514204,6036.535403,3755.542332,8856.022293,6636.227566,7023.136086,4192.344056,8668.304006,5939.685607,10380.75037,9399.591018,9999.170498,6217.147699,5875.678772,5933.177719,7975.091807,7250.8616,7236.676305,9220.120999,8205.043527,8779.664147,1957.812328,5717.074747,5535.451058,3247.601442,3652.156229,4453.893171,7694.561732,4691.90799,8152.777682,9034.688181,2681.092728,5268.735336,0,1679.204736,2056.798064,1375.323231,7611.094301,6042.826891,11744.23694,11866.93216,12044.1173,11742.13726,11396.09993,10577.10494,10306.73784,10698.77101,10904.77558,10236.78262,0,0,0,0,0,0,0,0,0,0,0,0
688.2137857 @ 341.7939127379008,6557.460613,6820.598787,5642.931619,4312.336231,4315.611033,6816.785051,2802.682238,5362.809215,4343.825192,4707.437719,5078.555723,4945.409917,3630.725066,4488.892119,5005.638943,4782.832541,3563.168166,6519.71672,5430.04129,3166.637054,3567.774474,6074.66721,5301.938413,4172.811976,5986.500464,5322.267575,6054.181408,3037.91357,2652.785163,3892.903038,5769.383083,6848.969001,6071.856617,8357.862774,8494.203658,8244.21861,4072.203866,3251.663458,6005.03538,4899.227431,1863.883915,3043.41098,5195.523031,2819.925477,5138.1303,3837.604399,4644.060133,1472.543379,1962.489873,2037.212216,2252.321464,1752.398451,2663.620967,3256.271352,3164.755252,1525.699479,955.3739126,1367.111241,1995.641361,1499.385739,0,226.4806497,250.4301964,6753.848601,6983.949796,6587.136005,1433.45356,1469.045956,471.4993455,1571.206466,4354.570102,4125.818744,6577.715332,6066.05846,6369.861012,0,0,0,549.1398888,528.6625293,0,1258.014719,1330.64215,1952.946521,0,0,0,0,0,0,0,0,0,7649.726624,7920.19613,8493.922014,5646.17321,5510.142157,5643.96983,4596.402563,5283.753388,5339.469898,5337.963296,0,0,0,0,0,0,0,0,0,0,0,0
688.2787327 @ 179.9226782240656,29995.12837,28129.75222,30591.52095,25398.42518,23730.1558,25406.40542,27787.72573,27419.07569,28247.66393,22575.09241,23215.41058,21935.53213,27497.67276,27795.49384,27042.07423,28208.31827,28790.27622,29820.27987,35864.43226,33890.54902,34789.22283,22497.34123,24111.45285,23189.19789,26049.59045,27832.11253,27180.04786,26251.274,25961.16968,26339.14922,32178.33421,32279.68814,32501.81034,30127.91398,30803.83673,29218.11355,18981.80302,18328.73189,17734.55302,16177.83191,15210.73495,13892.62285,22704.69358,22897.3862,22377.03685,17261.7773,17632.63948,17590.95422,14006.90101,16057.17557,14325.01181,16122.78355,16119.10274,15470.62638,20690.63131,20494.58562,20557.12089,17918.58164,19212.40315,18094.76699,32384.84349,30077.46322,30306.53509,24151.77414,19001.07906,19968.01192,17979.26179,18192.19568,17573.04122,17067.66013,17225.32162,18411.4971,21143.08807,19373.77567,21886.63793,20424.18362,19531.02771,19796.94871,16295.49188,12955.7357,15512.23971,26601.81176,25151.30872,25604.72438,32799.84501,30183.8958,30600.19601,22236.72492,25147.02923,26645.6106,13364.13646,29859.58086,29448.57649,27770.88585,27431.85364,25955.3107,23772.61709,21869.60692,22825.35763,20778.66245,20855.97495,20424.22963,20599.65218,0,0,0,0,0,0,0,0,0,0,0,0
688.311685 @ 51.09825143836613,828.8685283,739.5623169,486.8581222,6302.042739,2483.377337,2795.881687,1151.129045,644.5367568,2773.974432,2385.750346,3710.204916,1721.390497,734.476457,3912.67811,1135.393596,1539.93002,1537.885815,3591.894427,5577.056193,2358.851521,798.5213713,1413.344502,4947.950173,2839.839586,4719.800874,2094.801138,999.0069437,3820.444337,3457.466319,462.797781,3330.339997,493.8172101,362.2540527,2128.584439,2431.938158,4609.386518,2726.360249,419.8707865,5393.621753,3348.902579,1050.940399,1659.969285,757.4738136,3480.917468,1135.467885,2305.96284,2903.26161,2037.402493,598.7093238,618.2083442,5346.798999,686.0891059,416.5444999,690.9648453,1026.612137,2559.296549,171.6413416,215.6880171,462.6660066,196.5720841,0,0,0,223.1644818,82.28477829,367.7441953,165.0732494,168.190583,430.2136886,628.8574723,1911.682285,938.4306128,108.5618769,0,0,0,0,0,183.6679316,211.7914141,196.7747124,406.9097575,200.7210886,177.0140981,0,0,0,0,0,0,0,0,0,148.3427191,5197.93286,0,20624.29023,19862.21146,19110.43615,18286.50843,17796.17279,17064.48088,15917.79719,0,0,0,0,0,0,0,0,0,0,0,0
688.3152814 @ 188.8562411844837,123441.3854,124189.0017,128827.1535,145942.9005,144788.3981,143433.0518,98407.99111,99916.14223,104693.0523,134362.2517,126917.4173,125580.0833,117668.5203,119934.0501,117613.2632,138731.5466,139426.5115,137854.584,112969.0269,110973.693,110386.4196,113431.2984,116056.1889,115500.3279,115230.2636,115369.0663,114580.5781,118869.8897,121320.0835,116906.0649,99868.77655,98313.02633,99339.97382,170893.5523,168736.0949,169726.6991,132506.5769,130325.0419,128558.3072,105730.3121,104276.4742,104507.0247,107626.4189,108913.726,108942.6643,114440.7614,115433.396,113375.7133,89642.51137,96689.20938,95375.12425,105274.1564,101644.7954,98909.30632,68999.33323,71082.42718,68017.3704,100463.8331,95976.81808,95229.19926,96908.54282,91855.4486,94757.82877,113765.4607,102013.2368,106896.6791,95841.26939,100509.9813,93599.98213,92536.92011,91891.47086,88642.96372,116341.3526,117826.9694,115378.5448,107083.0217,105607.9183,102495.3176,70534.03489,73883.1262,71639.93809,90176.30678,86795.40909,90880.53667,145864.3919,140703.6515,145359.706,126884.8232,139417.0132,139657.1979,180860.7872,168619.4087,171637.0515,136948.7386,136841.6981,145717.9471,154256.4739,150091.2255,166139.1188,172395.1296,180523.8607,191918.7864,194348.7718,0,0,0,0,0,0,0,0,0,0,0,0
688.3526353 @ 167.1144950390632,24431.85091,26557.33117,25020.42012,16962.49533,17265.729,16651.27009,19647.72852,19964.63967,20022.84984,22229.07305,20553.10444,21461.22361,26992.59124,24781.92922,24706.71529,23568.50843,24673.25718,25596.63333,29804.65347,32946.16316,33413.19114,35130.27609,32463.51693,34662.1395,19659.51328,20627.22732,20763.27406,24308.346,24002.48555,25714.27486,27679.27776,28764.09999,24715.0857,22236.23173,23382.10456,23148.20206,24297.25586,21779.35123,22532.88445,23980.69965,21285.58715,22026.31052,26832.67985,22397.45119,24606.12005,21604.14739,19801.30721,20267.21218,24596.40405,26087.46804,24503.36047,21399.18382,22595.15612,17555.29932,37350.53875,37486.57332,41307.8963,23369.71398,21197.34367,20705.13187,28144.13535,27949.24943,28285.39232,15251.82316,11570.32101,12856.2205,43122.53957,44774.41402,42970.18923,21084.68476,24049.57183,24947.32327,23900.6697,26715.91963,24259.82727,40909.9451,39722.12572,38498.28209,26409.6765,23202.50914,27304.47811,24094.39629,24693.51352,24373.22266,40882.03751,38430.06765,42445.82966,47305.56016,63368.52088,60098.95739,33624.74239,31549.38693,31383.6493,16122.15734,19876.63904,18225.90803,26567.73898,26222.39793,23311.69281,23931.26751,23266.96848,23684.39267,23680.49624,0,0,0,0,0,0,0,0,0,0,0,0
