Feature,COANC_B01-T0-1_neg_4282025_018,COANC_B01-T0-1_neg_4282025_019,COANC_B01-T0-1_neg_4282025_020,COANC_B01-T0-2_neg_4282025_021,COANC_B01-T0-2_neg_4282025_022,COANC_B01-T0-2_neg_4282025_023,COANC_B01-T1-1_neg_4282025_024,COANC_B01-T1-1_neg_4282025_025,COANC_B01-T1-1_neg_4282025_026,COANC_B01-T1-2_neg_4282025_027,COANC_B01-T1-2_neg_4282025_028,COANC_B01-T1-2_neg_4282025_029,COANC_B01-T2-1_neg_4282025_030,COANC_B01-T2-1_neg_4282025_031,COANC_B01-T2-1_neg_4282025_032,COANC_B01-T2-2_neg_4282025_033,COANC_B01-T2-2_neg_4282025_034,COANC_B01-T2-2_neg_4282025_035,COANC_B01-T3-1_neg_4282025_036,COANC_B01-T3-1_neg_4282025_037,COANC_B01-T3-1_neg_4282025_038,COANC_B01-T3-2_neg_4282025_039,COANC_B01-T3-2_neg_4282025_040,COANC_B01-T3-2_neg_4282025_041,COANC_B01-T4-1_neg_4282025_042,COANC_B01-T4-1_neg_4282025_043,COANC_B01-T4-1_neg_4282025_044,COANC_B01-T4-2_neg_4282025_045,COANC_B01-T4-2_neg_4282025_046,COANC_B01-T4-2_neg_4282025_047,COANC_B01-T5-1_neg_4282025_048,COANC_B01-T5-1_neg_4282025_049,COANC_B01-T5-1_neg_4282025_050,COANC_B01-T5-2_neg_4282025_051,COANC_B01-T5-2_neg_4282025_052,COANC_B01-T5-2_neg_4282025_053,COANC_B01-T6-1_neg_4282025_054,COANC_B01-T6-1_neg_4282025_055,COANC_B01-T6-1_neg_4282025_056,COANC_B01-T6-2_neg_4282025_057,COANC_B01-T6-2_neg_4282025_058,COANC_B01-T6-2_neg_4282025_059,COANC_B01-T7-1_neg_4282025_060,COANC_B01-T7-1_neg_4282025_061,COANC_B01-T7-1_neg_4282025_062,COANC_B01-T7-2_neg_4282025_063,COANC_B01-T7-2_neg_4282025_064,COANC_B01-T7-2_neg_4282025_065,COANC_B02-T0-1_neg_4282025_068,COANC_B02-T0-1_neg_4282025_069,COANC_B02-T0-1_neg_4282025_070,COANC_B02-T0-2_neg_4282025_071,COANC_B02-T0-2_neg_4282025_072,COANC_B02-T0-2_neg_4282025_073,COANC_B02-T1-1_neg_4282025_074,COANC_B02-T1-1_neg_4282025_075,COANC_B02-T1-1_neg_4282025_076,COANC_B02-T1-2_neg_4282025_077,COANC_B02-T1-2_neg_4282025_078,COANC_B02-T1-2_neg_4282025_079,COANC_B02-T2-1_neg_4282025_080,COANC_B02-T2-1_neg_4282025_081,COANC_B02-T2-1_neg_4282025_082,COANC_B02-T2-2_neg_4282025_083,COANC_B02-T2-2_neg_4282025_084,COANC_B02-T2-2_neg_4282025_085,COANC_B02-T3-1_neg_4282025_086,COANC_B02-T3-1_neg_4282025_087,COANC_B02-T3-1_neg_4282025_088,COANC_B02-T3-2_neg_4282025_089,COANC_B02-T3-2_neg_4282025_090,COANC_B02-T3-2_neg_4282025_091,COANC_B02-T4-1_neg_4282025_092,COANC_B02-T4-1_neg_4282025_093,COANC_B02-T4-1_neg_4282025_094,COANC_B02-T4-2_neg_4282025_095,COANC_B02-T4-2_neg_4282025_096,COANC_B02-T4-2_neg_4282025_097,COANC_B02-T5-1_neg_4282025_098,COANC_B02-T5-1_neg_4282025_099,COANC_B02-T5-1_neg_4282025_100,COANC_B02-T5-2_neg_4282025_101,COANC_B02-T5-2_neg_4282025_102,COANC_B02-T5-2_neg_4282025_103,COANC_B02-T6-1_neg_4282025_104,COANC_B02-T6-1_neg_4282025_105,COANC_B02-T6-1_neg_4282025_106,COANC_B02-T6-2_neg_4282025_107,COANC_B02-T6-2_neg_4282025_108,COANC_B02-T6-2_neg_4282025_109,COANC_B02-T7-1_neg_4282025_110,COANC_B02-T7-1_neg_4282025_111,COANC_B02-T7-1_neg_4282025_112,COANC_B02-T7-2_neg_4282025_113,COANC_B02-T7-2_neg_4282025_114,COANC_B02-T7-2_neg_4282025_115,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
360.2110094 @ 206.9185956842053,329394.8894,259136.543,317412.2693,312923.7012,301834.4257,305095.4694,267840.3307,261899.9458,260837.6332,263985.2271,128858.2033,263287.8001,261889.3052,207397.8579,198167.324,315663.1211,309698.126,310582.6283,277656.0023,278278.6174,276381.4118,272289.5163,284082.4194,145697.3006,291938.9785,283246.0566,298672.2428,290959.6652,147322.3897,303891.8148,315269.3704,326838.4491,160375.8388,367666.2244,152484.3474,367462.4528,352022.3775,358621.6944,335004.1047,285117.8561,289809.5302,146307.0512,317602.0576,316519.4565,314929.7959,155237.8757,149686.5481,280631.2091,266193.9674,253526.7986,245577.8111,254318.7989,238476.7187,245953.1884,137609.2544,137624.6482,95828.3182,239966.8838,115089.9595,241541.2495,181203.2473,177340.9416,105026.1591,147722.5485,287419.8362,299890.8872,223257.5606,95824.87885,213787.7436,272098.6912,283931.897,261641.753,254067.5179,250412.7267,121237.0737,124661.2108,267103.9768,261485.2854,219248.0135,219110.2066,110375.1928,255617.5739,255278.5946,257349.692,132411.8162,289730.269,286181.6323,276338.1943,288381.742,275446.9238,350370.7871,345138.0935,174435.8643,355872.3577,355701.4984,373259.8496,285403.55,269466.3584,150118.2914,266126.3282,263929.4167,276597.3422,268138.5185,0,0,0,0,0,0,0,0,0,0,0,0
360.2110883 @ 184.7522015373043,209899.7035,211326.4434,200137.118,190964.4436,190435.9177,188952.8047,174043.0947,178545.6518,164349.7516,179861.9133,176809.7924,188896.6287,188657.0682,171805.6442,153011.6611,198678.1159,210716.1848,207507.6927,231624.619,220157.38,242238.3506,233189.5139,237390.7005,227785.3435,206968.2539,183754.6792,191562.101,176884.0563,204572.2231,205031.9485,250354.4592,269508.1982,279934.9946,261328.9551,254521.9387,256839.9174,224072.7731,221982.44,212141.3676,190003.9082,190186.609,199401.5294,258692.9262,241072.8586,251089.7359,207029.4848,202984.9539,196644.461,167046.0121,148226.6894,155868.6993,161470.9773,155104.7302,164631.4829,146793.1422,128329.9711,140383.1667,173867.421,177039.5756,175126.8542,160108.7158,159334.2162,141435.4422,195810.9816,196522.5239,202893.2074,175690.1261,172397.1687,190836.49,197805.251,200693.0944,192354.9934,190896.8946,160940.7962,181698.5581,182403.6081,180990.1692,180093.5649,167473.3105,183377.3437,185878.7518,186697.2521,180648.1026,179394.0714,190371.8135,196119.2273,180918.5909,198968.36,215044.1607,203659.1125,223677.3283,233543.5669,231310.2058,264511.5206,269075.581,281873.1918,189207.6957,187821.4834,183029.9201,182167.257,188071.6228,164781.1756,181455.6969,0,0,0,0,0,0,0,0,0,0,0,0
360.2111026 @ 171.0415756517551,705759.0955,695647.8682,675291.6163,712338.4428,707423.2975,717699.7198,542749.4229,544678.8939,546550.1018,596395.4941,619410.8165,631970.4377,627515.3464,587750.9321,601004.8945,783048.8609,773049.7547,766328.6898,622439.4017,630277.4776,622105.7142,735977.7773,748667.2728,758735.0753,763542.4437,743935.2629,762272.4391,696472.4778,690223.6674,706951.4688,688364.8711,683341.8285,684903.3058,1015386.256,1028858.652,1045797.445,759333.7316,776578.7578,758280.9645,699815.7252,707613.0449,713468.0416,839915.5238,828618.3275,801811.6324,843573.6059,855136.0692,801665.7793,553928.9022,518205.1837,501697.385,553752.7764,532206.3161,526786.8462,487264.6846,470148.9272,488683.1011,477753.5074,450759.0026,462901.3596,505573.0379,500794.0491,467429.3372,536023.7649,530319.3628,555549.6443,584718.1811,570519.4246,575603.5664,556870.4909,562890.3118,547602.8693,565593.9597,574249.8722,566850.0795,571083.8533,605330.2152,582317.8179,403101.2072,448629.6866,454636.5684,394327.2595,393389.3587,390246.002,659527.1813,664329.9546,661165.3711,607754.8054,588237.0831,599439.6488,806860.8167,811058.1679,790375.8106,636469.9476,626375.8291,680664.9507,613732.2268,605552.5591,610511.0816,605248.9038,617172.1003,622938.3079,599395.4567,0,0,0,0,0,0,0,0,0,0,0,0
360.3606802 @ 518.0767018737577,7915830.462,7265308.484,6909996.326,27246.3634,26637.57576,29294.61145,1425860.312,1418885.313,1403072.442,20212.61642,25082.08961,26708.02027,1202073.031,1148951.43,1149483.914,36088.07701,38584.17089,34570.1442,254483.847,255556.3968,259384.7546,733227.233,730363.8606,738858.453,357981.5594,344375.2788,353438.9957,3788111.12,3734383.52,3872896.164,32522.78522,32472.45496,32992.33951,108490.5903,111111.0342,109585.8954,3285457.496,3356287.581,3321731.766,3607312.543,3688348.42,3738945.758,4481968.211,4439464.929,4292201.962,14380170.18,14400213.44,13862145.62,7939279.758,7449100.79,7096364.349,22025.36743,19614.06765,14255.0519,4321032.356,4194282.075,4219604.02,4531178.183,4279660.615,4375353.822,230962.8734,170534.9417,198738.7644,3898280.334,3872907.414,3762825.535,37699.93975,34646.31781,17054.82283,1070183.173,1081230.927,1058388.462,2000163.527,1999176.901,2034144.242,3614871.594,3694930.985,3629125.603,4592797.448,4546566.392,4548613.465,23861.41564,24606.59608,24738.79935,31648.89238,31900.19807,31992.5723,52844.09026,25474.8471,52148.08877,6104211.932,6037780.831,5998037.233,17518.85572,24380.18652,26313.64406,3670165.538,3668236.35,3695265.52,3713002.249,3722980.388,3761688.379,3597538.964,27898.87573,24984.42634,18974.30025,13577.56771,13445.16562,9510.108835,283268.4307,33550.52441,10768.01168,306.5313231,0,0
360.6176572 @ 517.6413160270811,96109.28199,92081.05613,44026.72539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,881.9861455,703.1798683,662.6468937,0,0,0,0,0,0,0,436.1272681,274.7481426,862.4481063,530.8627313,906.1404162,471.9002861,977.8608724,1071.936175,113738.6258,114619.847,109705.7411,42455.72722,41603.33016,40926.47588,0,0,0,8676.051287,5893.693521,6647.93627,7887.551458,9517.686998,12999.60161,0,0,0,1471.330457,511.6548831,625.9068739,0,0,0,0,0,271.381103,0,344.5046264,270.85275,513.809831,456.0049125,488.0903441,1561.061387,5059.796563,4276.478395,0,0,0,0,0,0,0,0,0,15375.83868,17083.57384,17110.99749,0,0,0,8305.781134,7829.036824,8030.556737,8332.818218,7549.43008,7834.722234,9158.381313,0,0,0,0,0,0,0,0,0,0,0,0
361.135016 @ 187.6531183889891,279483.1286,270491.4,263892.0459,252745.5893,255309.6751,253975.3714,233875.7847,226805.5252,225003.9829,232882.4028,237862.3401,243705.3345,239740.3936,225821.8104,233698.3947,309550.883,306775.0093,295615.2703,262992.2147,264758.3413,267197.1822,305178.6591,314861.2865,310105.9353,257031.3861,245807.603,260000.921,244684.1559,241232.2492,249476.0258,292950.9205,293324.7678,301952.7406,299191.603,298332.82,298497.6839,271554.6843,277364.4148,272361.4416,215337.379,225060.0193,218748.2947,285611.5667,277767.6787,268615.3577,237114.9645,244326.1645,221138.7538,213179.3442,196094.2909,198526.5001,211960.7473,210290.7456,208446.4347,184472.2514,182803.6272,188210.6744,192568.7676,193469.3383,202407.5673,202915.5962,179193.1373,203743.8267,224467.1424,224160.0218,235709.2393,226702.0373,219726.8597,213136.5677,251130.7152,250369.1047,247750.8314,231925.0959,233070.2346,238126.3559,211674.8118,225901.7943,224334.1483,187501.3483,195438.0861,188384.3483,195746.3187,192870.4491,198268.7464,232356.0919,230342.6581,231019.6685,238468.4994,220910.9811,229350.145,251735.3086,244527.6537,251241.0596,244109.911,248153.8078,254001.0521,254760.8538,238617.429,237072.9575,244294.9983,243447.9568,240937.5123,234296.4797,0,0,0,0,0,0,0,0,0,0,0,0
361.1700576 @ 46.06454354139947,356340.1996,341749.1921,331866.2141,312664.071,318720.6013,308136.6384,285577.0568,280049.2801,282685.579,308089.6306,311781.3409,312479.3201,306781.5632,290624.0852,297339.0494,319838.0707,317961.8929,332905.9439,409108.0513,400551.6611,343027.5428,390743.6159,383993.3789,390318.723,333735.1954,319735.629,320095.6961,312500.6964,311236.1469,313611.4401,338119.5634,343688.3446,344022.5787,357242.3523,369835.6634,377443.0124,382057.7791,390644.1148,191209.7773,310399.5625,322896.3311,325892.0284,336151.7801,256697.1793,420718.4577,355242.8512,317431.6662,297152.447,302740.6685,242726.3303,176771.8866,287459.3403,208843.9212,269234.2307,246453.0689,266003.3766,232749.8775,299518.6541,277949.4091,168278.0194,321089.4751,110521.626,208811.4088,348359.378,335538.756,240766.3734,294878.506,252085.5835,183104.8473,325218.8934,185226.299,321672.5221,276296.2805,321728.991,312487.5201,187756.5425,303245.6891,295340.3695,235633.0108,327125.5929,349652.681,217390.2612,271669.4954,324932.0919,325735.4805,321535.2253,393511.6447,310234.215,355541.5302,363743.1928,378722.8957,369833.3076,381250.416,416780.0156,426072.1303,405478.0762,316735.795,294768.3199,297026.4043,289213.0729,290858.6864,293477.6173,283483.4196,0,0,0,0,0,0,0,0,0,0,0,0
361.2330854 @ 422.8729677255932,28995.85437,28843.51238,27361.80642,40015.58965,41359.56336,40785.34922,40918.97874,41024.56572,40215.53512,31342.25963,31687.89606,31849.87458,36253.58564,33639.64088,14225.96677,35422.49642,34603.76694,34149.59591,33853.10892,34762.21541,35208.59115,51932.70814,52071.4814,51510.7112,39381.56106,38724.53516,41059.94658,29773.28511,28334.56447,29524.39733,34263.62246,34730.13874,34295.40611,30493.64192,29508.15536,29476.61098,28270.32101,32841.09596,32244.7573,27409.9171,27976.96994,28971.18274,40354.60403,40381.95562,40305.78768,23599.98068,23115.11073,23410.54424,22690.42229,21288.87714,20096.29046,23413.07144,23036.88738,22066.3524,29816.817,28199.17493,30716.26258,30986.83218,29037.45586,29712.86072,32898.54447,32508.14745,30617.23465,29296.14806,30338.74355,29217.21111,29499.27592,28635.65165,28183.10929,33721.50288,34357.26566,33055.50855,26966.88435,25937.4725,27308.75598,19075.66423,13955.69095,10467.66926,31495.08628,31525.09655,33324.27771,18463.41827,18795.7458,17665.13832,28352.56288,28993.22675,29406.19693,42541.30296,41796.7,43092.28044,40190.93479,41342.86204,40776.73954,32528.63658,32086.91231,35268.07378,22786.82131,24036.44078,25301.29161,25649.47247,25467.44469,25718.34091,25736.3312,0,0,0,0,0,0,422.7805056,0,0,0,0,0
361.3639758 @ 518.019067358073,5791325.116,5641902.578,5647864.777,0,0,381.0840425,362843.5324,356244.6256,358704.6611,351.1783876,696.9779469,1104.871114,296609.4793,281552.5278,288102.7532,1093.275765,611.2938629,556.724173,54647.62143,50427.30689,58697.83352,180027.4116,176774.7184,182419.1383,78469.74908,79656.2519,75960.16952,1131050.324,1110180.321,1137129.325,449.016273,990.8720356,472.064064,2846.34385,11670.65506,1610.988717,879749.3948,924148.0993,906084.278,1040528.698,1071115.715,1072444.41,1295941.261,1282505.955,1250915.184,6725577.627,6847587.705,6549730.675,3296486.676,3157309.85,3008099.169,281.1948264,0,289.7429996,1342407.719,1323595.295,1340416.445,1472172.637,1436526.281,1453116.008,47747.23933,21373.09066,38860.24186,1078744.678,1068552.038,1036231.891,560.3301801,463.6690483,485.6011629,258295.0698,267746.2969,262082.8356,506189.9178,512362.6834,519282.8018,999587.29,1009021.037,995389.8837,1366366.34,1360255.353,1350045.938,454.8975498,360.5754519,418.4968011,0,0,0,770.5992357,809.4034524,743.6119017,1948145.819,1963464.891,1972198.744,0,373.3382481,431.8501827,1165185.586,1161384.946,1172603.62,1197785.513,1160528.671,1178347.163,1150908.676,3601.788514,4028.681815,917.4365462,237.5826841,244.6583643,286.2509455,65834.19871,459.7652649,0,0,0,0
361.5059082 @ 517.8960115357552,80286.91225,79325.38011,78509.10323,0,0,0,361.4297705,333.8659583,628.6556208,0,0,0,327.498667,0,303.4724298,0,0,0,0,0,0,0,0,0,0,0,0,5328.399489,7605.552358,6642.07776,0,0,0,0,0,0,1560.065287,1715.392139,1606.808672,4112.058151,3449.289776,5035.722304,4789.599165,3104.269291,2139.596751,93331.69721,97461.49406,93393.66936,38588.11527,39050.22753,20991.75228,0,0,0,12305.56677,8350.471209,14071.34973,13462.1109,12744.6631,15371.31345,0,0,0,5502.62278,3640.665914,2967.477923,0,0,0,318.2133781,0,0,402.3001902,473.1667492,475.3350497,1733.725862,892.8066045,947.1545367,6220.543891,11242.9122,2143.350138,0,0,0,0,0,0,0,0,0,18273.10708,15461.55899,16393.22853,0,0,0,9656.517708,8119.946547,7910.445957,5473.044414,7460.831754,9983.775565,9168.653204,0,0,0,0,0,0,0,0,0,0,0,0
362.1654281 @ 18.11313148077939,304819.0566,291328.7367,289257.4011,270266.397,260989.0801,263527.3322,246341.7044,238712.1273,240695.7146,253694.9027,256773.2461,251486.5375,261512.2954,250689.431,248015.2985,274552.3885,272468.8258,263209.6923,296795.2999,290086.2277,310893.7249,294394.7617,300654.133,294635.629,267869.457,256585.2009,259455.9241,267365.1465,253592.6644,263551.8588,267037.3567,271039.8607,276179.6503,302238.534,313358.6009,310463.0344,330013.9685,346499.4579,337275.7877,312599.2823,300353.9027,310554.3514,311691.7731,301628.8804,307546.3717,308449.2902,315242.4995,303750.1453,257804.4649,234121.6662,221699.5901,260791.2783,231745.8257,230281.3814,202946.1165,197501.428,206549.1387,244969.5685,226520.5743,225047.5449,227872.7672,241902.6954,190922.9746,275171.1984,263222.0144,280207.1957,243897.3369,235646.9579,226273.006,252458.9295,270171.2309,265550.7691,276933.7037,283716.7911,274884.8276,266223.9356,261514.6939,258693.8077,245101.5822,245848.4183,248694.1948,247883.1943,251122.9599,247839.2083,241599.2124,250098.2769,240953.645,311609.3438,314306.6861,321463.4863,325894.8217,332786.3788,330343.3753,345558.3346,333427.486,354828.4116,271348.1996,262208.2854,252450.2355,257860.7828,254721.7672,258323.6442,251385.5659,0,0,0,0,0,0,0,0,0,0,0,0
362.1905112 @ 138.8082710141975,134687.7005,134089.5445,122594.7531,134259.2193,135033.9204,135615.2113,81600.62641,111060.9237,100275.8678,114783.3183,110585.218,122323.7358,115395.571,114783.2238,75097.42978,93835.27518,122841.7255,89330.67996,125762.4475,93963.47403,130857.03,110483.7652,105904.9777,137250.4066,127812.3078,118323.0088,134364.5792,115345.0234,113276.8992,85344.8831,128699.5913,136838.3482,142210.8588,170112.7981,183845.9613,176726.7159,167344.3148,161584.464,119337.7753,129163.6729,99995.35225,136742.5348,163878.1248,117533.6804,114476.4124,105972.1308,143307.9746,98902.27381,78983.19896,101943.9209,102267.4784,74608.81626,104644.8494,82226.24003,36759.79482,38665.85105,51764.4735,129087.921,117298.6659,91044.11683,80806.55523,75311.12853,100593.3683,115857.2489,96111.49008,95152.50737,75381.60375,63719.47758,78601.3356,108384.1598,94972.41445,79868.28664,89888.33255,80151.96004,69020.36105,69073.11987,80442.5713,75616.6823,80640.51411,74480.10969,76657.44059,88930.54965,108898.2513,89802.18674,125392.7976,121137.3842,121577.7564,90763.45628,107490.3126,83363.64279,164791.1951,133143.298,169506.3305,164264.6966,135590.6883,157544.0418,117912.0944,114639.552,119258.7906,115033.1795,116596.2719,85091.22968,111601.8429,0,0,0,0,0,0,0,0,0,0,0,0
362.1905314 @ 115.3353637100419,444174.7307,425137.6748,418179.2455,420333.7333,406769.785,391520.9101,373448.4947,361965.0269,365231.1597,430294.329,423215.8592,432185.9888,411103.414,394949.0957,396056.9315,451580.4671,450841.7731,452690.9903,510880.1464,529766.7214,525002.7296,479608.3899,480195.9682,471315.0545,441691.6608,412908.1806,432279.2993,413591.0304,408911.2643,420079.3561,524816.0192,530866.5758,539571.3112,514529.2345,516984.6128,528358.055,521513.7012,526986.4005,522953.2423,434841.7882,471716.2657,431507.309,513661.1511,510422.3779,501449.2092,430477.311,436517.1728,419537.3143,393706.2689,379116.9829,379609.1746,391863.4348,383544.7962,379425.6441,345871.0289,339329.8337,348085.9366,423660.9713,384365.5494,408190.0198,356871.3796,346735.7098,352189.2245,446531.0157,450111.5012,448299.5169,392909.7874,393477.3357,394399.3408,492360.4809,492506.1803,481429.8653,447624.665,457860.1349,451994.0619,369896.9612,385631.2104,376901.4088,367524.0111,351163.023,355806.5809,432520.2032,437337.8359,425218.5701,431091.2505,425025.3066,432249.8849,521838.7887,522679.9933,500191.6185,539930.484,547183.0831,529958.7193,588403.5929,586635.7846,618996.3213,465695.911,443961.8186,452145.8253,435886.6252,444437.5541,423781.5278,427258.2099,0,0,0,0,0,0,0,0,0,0,0,0
362.2056641 @ 215.6970927080649,498895.3929,491402.7192,472138.3888,454520.7724,451224.7185,459372.4233,407662.3555,409637.7707,404234.1274,420062.4154,421543.6447,421093.6151,437386.7135,414674.9389,404772.0476,482151.4193,465842.7865,468897.5442,444911.2507,448464.0878,449464.13,483204.0915,488314.5431,486328.0325,433268.0786,419169.27,433152.9181,418802.4049,415691.2949,431837.3396,482112.5613,492524.6275,497088.1041,515047.6436,524700.8537,522047.6849,554799.2379,562701.6127,561204.9933,460908.9725,480526.8964,473445.6869,496531.128,489454.8285,471839.4672,455256.1157,447535.2991,436194.3663,431015.7124,407196.2667,390483.8379,422029.0797,404410.7884,401652.5909,297291.8379,303459.9712,302294.15,438074.6276,404858.177,416038.5198,389386.2213,394363.5215,353064.8319,473134.2389,462204.4982,474843.8634,341991.709,334042.7624,338247.5605,485120.6582,488085.1797,472533.4912,443360.3501,448007.5007,441591.0819,448549.8599,448593.0596,438783.2309,407787.4087,407278.2785,408988.4,467404.3687,463930.9233,470120.715,421129.5101,426772.8601,424041.9372,500577.6119,502541.2592,502199.3869,586129.098,592140.5827,591179.6072,600868.8898,604288.1636,662425.0496,448576.6264,437237.2607,431383.3026,431633.8672,427825.0886,434998.0523,429058.9789,0,0,0,0,0,0,0,0,0,0,0,0
362.2093402 @ 580.7497004954434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83217.44212,0,0,0,0,0
362.3244945 @ 356.7143439592713,49133.21812,49401.41472,48279.51846,8831.875144,9102.680268,6721.811461,8818.062947,8212.911279,8153.729101,8050.635982,7643.951318,5164.349827,8259.282007,10227.84103,6230.641737,5062.679235,11667.12027,11821.90748,16913.51888,10207.28754,17198.29344,15558.69758,15211.2167,14764.68178,39986.9695,37810.38613,38334.77719,23936.42879,22486.76265,24108.30879,10280.28708,10383.13246,10525.82511,29632.06655,29346.78686,29680.47213,34406.43253,35396.61444,35609.78802,21838.72251,21986.74692,22452.08102,28359.35751,28159.08444,26938.88126,35297.10485,35043.90031,33605.09667,39276.43025,37483.84853,37215.3176,8970.820805,3459.081202,8936.074631,14221.14725,13565.52081,13655.7335,36877.13527,36714.77214,36718.74524,2690.488161,5398.735026,6852.749375,21206.10978,21169.20908,21757.7143,15921.36102,16388.2294,16263.95757,22670.73378,22529.67187,22713.43373,18511.44604,35294.36381,34408.04662,20334.74384,20611.02727,19869.34764,34095.8248,33540.79127,33652.99081,6990.642578,3181.823695,8602.152528,14574.2722,14981.49804,15076.14861,4745.015313,6543.238194,10728.15067,39863.80569,38653.80709,38430.51861,9928.982802,9839.935976,10788.13902,22186.18535,21559.85724,21783.92258,21720.02939,21995.38697,22113.58405,21915.10647,11882.36102,11592.86188,14420.29137,13653.25879,13783.92619,14329.22103,0,0,0,0,0,0
362.3245318 @ 369.245951593858,1241191.036,1214653.244,1206379.472,1106263.932,1108250.09,1131985.228,790921.4876,784206.6993,778085.6992,816847.4747,813512.6302,841210.982,731119.1685,702067.1241,704245.147,1333212.629,1319204.696,1307565.222,1057553.002,1050829.196,1080993.83,1505834.863,1513441.625,1510036.685,979794.4993,947585.4286,966238.4658,1245646.258,1229269.798,1277037.484,1258797.285,1277817.555,1309051.406,1250946.392,1274790.202,1272924.084,1685218.168,1702626.498,1675327.334,1364300.18,1388352.276,1405757.335,1614937.759,1609810.476,1566095.152,1310201.748,1336613.229,1287225.976,1103942.547,1064879.984,1037184.556,945284.1738,939700.0641,929258.4381,1140378.458,1138891.997,1169702.196,1157066.395,1113308.9,1146702.281,926285.4587,868540.9741,976253.8654,1302743.875,1300738.302,1331005.217,937590.5663,898586.8644,908245.0131,1145574.254,1158987.67,1127554.642,1375984.959,1351641.596,1388257.296,1535065.065,1578128.508,1550292.293,1391871.113,1398735.58,1403908.743,1179228.462,1157388.944,1160371.608,1316378.995,1308220.988,1314978.637,1339598.025,1321582.484,1352398.248,1515255.905,1506523.129,1503885.109,1421415.292,1414452.997,1530400.471,1227482.208,1205186.2,1220754.645,1222257,1208501.5,1227821.844,1196424.281,1028296.54,1022278.287,1255605,1256930.422,1258186.06,1244489.926,0,0,0,0,0,0
363.2181953 @ 480.3755739452168,108432.2391,106057.326,102177.0559,84752.58841,83574.98208,84745.07013,107129.8836,109689.8332,106946.6689,158121.5184,155190.3662,161454.8187,116186.6981,112600.5965,114127.3844,132911.0514,127578.308,125482.2828,100037.7438,101511.266,102638.1831,78803.32645,80435.3802,78138.01696,100078.7445,98758.3705,101197.3597,76463.79655,75689.61444,79142.15704,192092.2347,194454.9565,194650.6029,153923.8355,157099.5399,156230.1087,125748.5303,125857.6452,123248.3737,88417.1274,90231.83899,89490.94562,135582.4127,134350.389,132244.3629,73414.19037,74928.18363,70299.63477,80353.05526,78538.5506,76673.61284,82036.58851,80726.65547,79931.62603,130371.0341,129867.6552,131672.4721,72942.65574,69071.12043,69079.25762,91486.0381,84080.81778,85818.67188,101118.1595,103939.0191,102653.1567,89819.98354,88934.41994,90008.2856,112098.5114,112846.4532,110217.018,123191.386,123049.7039,122493.2913,80755.25732,84405.82211,82092.08095,77895.78731,78021.76557,77863.70069,114853.659,112658.1005,113121.7383,70980.38946,70836.13565,69755.50495,101815.5332,103374.9167,102621.2743,69220.74744,69608.22742,69933.13458,85989.00584,85137.06272,94936.46925,116125.8464,114875.8302,120127.1389,122106.6667,124286.9112,130737.142,130731.1007,77592.99762,80766.2438,101896.492,88395.69474,79107.91916,75636.78997,10839.51701,0,0,0,0,0
