feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
213.0727481@176.148831153914_pos,17768.36542,17879.30568,17946.45775,7477.367833,5707.391567,8691.0815,38480.88363,38017.76605,37353.91797,1063.60683,796.4099833,614.545222,9625.443759,10319.62778,11452.53049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0540348@385.4270786355709_neg,4967.773541,4405.61615,4005.182389,24587.23237,23344.32379,24320.52307,10874.90061,11399.9542,10785.74271,10078.05117,9810.412213,9687.548379,43564.46445,43969.53013,44262.98727,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0540229@361.5998363451941_neg,746.7930603,1031.324632,1065.96423,8626.103523,10017.09052,10143.71929,2969.153856,2300.322366,2742.410597,2412.20414,2046.99802,3070.02814,17480.75634,18733.01625,18621.878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0539787@418.014440116749_neg,448.6327961,265.3416272,1072.390231,8529.660673,8596.129883,5660.601761,3465.257549,3792.610406,3482.830475,2575.248477,2431.655416,3160.045485,17333.90145,18576.34159,18080.09511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0395795@149.0583173213008_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14913.67817,14951.3272,14521.40939,0,0,0,0,0,0
213.0379826@158.0963096238306_pos,0,0,0,0,0,0,0,0,0,41548.50981,41425.70312,42383.99784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0379482@194.3901721618678_pos,0,0,0,0,0,0,0,0,0,10592.63274,10300.38106,10195.88515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.9192902@14.30454397275616_neg,33445.73352,33011.18082,33309.25515,35339.61908,33822.91001,33820.57838,27736.96698,27226.82203,25921.08169,23685.78631,23581.62723,22857.0683,23911.25235,24592.99169,24338.96273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.8505031@17.77320344941715_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16639.41909,22661.08763,14775.72716,32295.82801,32163.71943,32546.17235,3780.542364,11212.28547,5378.578311,15312.64091,34378.06008,33209.24022,13954.50794,22794.43194,40504.97049
212.8496775@7.02843418005282_pos,25887.6994,26109.5992,26689.37312,50830.98952,51160.51448,52104.93488,10597.9143,9110.145206,12601.43413,25515.64351,24838.3047,24796.6725,3274.682073,3148.261848,2002.699043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
212.1115132@9.291519073767809_pos,0,0,0,0,0,0,0,0,0,20284.44122,24479.05122,25052.66408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.1679586@317.7311331402156_pos,0,0,0,0,0,0,0,0,0,178.6390843,91.50585464,99.78820841,13904.20111,14479.79889,14052.4172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.1679114@294.2451598029865_pos,0,0,0,0,0,0,0,0,0,0,0,0,11576.55485,12132.84484,12434.66625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.1331729@219.1661313777309_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116419.6806,120145.1247,123359.9842,80335.2181,74203.15689,76275.99027,121458.0228,122567.8741,117474.6976,63469.88474,77308.56438,69341.81897,74655.93159,74527.90384,39697.45521
211.1314574@298.5492689896546_pos,701.9274304,682.2409031,514.9816448,8570.765667,8125.79027,7445.104787,1228.431583,2279.092327,1822.601098,1384.226773,1415.209972,2189.895512,13373.95207,13490.79234,25317.59079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.1310669@214.712597921811_pos,66404.70948,64716.33545,65905.81922,96411.08364,61451.15226,98028.21736,116742.6192,116356.2479,116092.6082,95416.67232,95846.47875,94932.3571,90809.52462,91531.33703,91552.06936,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.1304004@198.5083262933644_pos,16445.13482,15960.79168,15993.25131,31117.70702,32378.77348,29713.00509,40692.94321,38727.74487,38619.99477,3195.273887,2763.360742,625.3179009,14689.49641,14536.64084,14646.06397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0975774@53.03915162659771_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490530.7581,482857.4944,483335.6106,353096.1643,342272.7929,349978.1572,5639.478376,1769.09685,2941.726955,412.865265,124990.7232,123638.7471,417185.971,417043.0249,664049.358
211.0242801@215.4593442824171_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0241522@285.0754659250424_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0233295@154.6461431605858_neg,0,0,0,967.9812582,2634.338331,1831.018661,332.8793782,772.3322282,273.2808651,9198.608625,8858.180989,8649.397628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0231833@243.9499363435719_neg,0,0,0,7646.997104,7168.407651,4199.283721,8920.823,9177.838596,9151.488613,13839.73002,13453.4172,13453.43642,504.4310376,1316.273041,1353.86041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.0231792@288.0294151798932_neg,18093.82697,19090.78239,19412.93714,5967.693943,6533.468068,7005.686126,13974.40336,14421.11076,13709.04416,16071.13354,15305.80945,15581.46697,1129.769806,1862.608181,2227.662297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211.023159@273.3496089174038_neg,0,0,0,3911.534665,3768.265117,6447.242009,11463.6751,11551.32352,10743.71213,9080.407014,8693.717583,8797.152078,499.8201652,347.8245554,762.5810986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.5519761@141.4029609148055_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78084.22002,76526.33659,78453.23995,87399.59921,85232.44433,84223.11281,1929.958736,1023.095324,879.194673,0,3235.396798,1314.715307,14072.4893,10487.74023,0
210.1209978@204.7993555657321_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51110.29639,52215.8385,43616.90238,20264.10164,20255.08534,18910.83041,26103.30748,26829.90462,26204.25313,30500.64298,34186.19458,30494.03036,9548.342116,10157.67246,9702.950501
210.1190996@202.3122042580778_pos,14948.36705,7572.579692,7656.797773,34783.20009,35319.22027,35109.38363,37220.08543,39117.40535,37259.21073,12514.74917,12784.52873,12966.44219,14570.80973,15847.8703,15557.49761,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
210.0612655@33.93661922360427_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,297925.0093,284440.4396,272945.7855,207132.7833,191025.4176,195506.1067,364858.8202,362215.064,356932.815,2654.987758,139197.8418,113182.6389,124744.3726,122641.2993,245349.3107
210.0594972@24.91612137522967_pos,161522.2802,158815.017,155122.5954,126531.9925,121559.2967,123163.5014,157542.7571,152908.2422,156234.4635,164163.3107,161468.0222,158793.994,49794.26192,50283.59322,50132.77086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.1541157@237.0298804223946_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1726.183009,8308.928402,4954.74438,5474.807966,6539.208938,4871.837462,3216.048015,6987.41055,5525.940405,19024.90066,13811.75357,19567.36429,697.9225708,167.1891059,216.916537
209.1392017@171.214624353013_pos,5274.909247,2085.304887,2733.39676,26843.21678,27714.02673,27214.25498,16127.33385,15538.76001,15678.45023,7062.566288,4734.097185,8696.404171,60014.29223,60138.90666,59781.77903,103752.0772,69860.07278,61471.91939,245830.2838,65759.51692,42292.13754,0,0,0,0,0,0,0,0,79616.05323
209.1271479@121.8030998223464_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221149.0278,217891.5081,242068.5963,219777.7777,221823.9125,206559.5101,390.1299374,248.7047571,908.3804279,0,97084.78366,72979.91356,26313.51795,18498.46799,120328.2985
209.1267017@79.89276371141555_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337335.7696,0,0,0,0,0
209.117633@217.4812494295567_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,648716.2708,643412.7152,648044.3393,439810.4867,431014.9149,431981.4659,524904.3685,526710.3659,517717.8138,373303.1051,445160.735,403454.0845,216759.3442,214262.875,121264.9655
209.1176304@229.7210364998391_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78121.37273,76761.79886,199914.3926,35590.48912,35894.0627,47932.64903,38883.40133,39786.78457,39050.03221,85581.2187,103101.7459,93250.8033,25672.32592,25535.29958,86035.68537
209.1176202@195.9960015312715_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45268.75963,55768.42913,46594.39401,32036.39153,115521.5938,31330.37177,14241.81098,106183.0671,115626.889,87120.36716,63733.78487,67937.51483,4678.240527,54141.9694,13453.74454
209.1158423@200.8755517970738_pos,133880.3219,129868.2048,131469.9267,316108.4837,309597.3316,312624.4159,317535.2524,314202.5476,322520.0883,228072.7148,227703.329,223007.7307,137248.7117,136550.4945,136466.0933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.1157961@214.6136748326362_pos,236036.5358,232859.8335,237181.8512,398333.4166,389405.4398,397152.7671,414735.9463,413619.8852,414756.9131,82620.42382,84076.30845,83003.67867,225590.6724,224613.9785,227881.4792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0858104@199.3040139224396_pos,9141.345572,8567.701688,2393.8012,77347.33987,76782.07609,66903.56201,7536.057741,4333.659612,7546.44349,9072.773446,8415.089876,9172.45543,10618.25117,14595.01509,12339.18829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0835913@332.5587301128404_neg,15690.6513,7805.766166,12223.0554,18039.56611,17984.49677,18140.87476,8721.218908,8012.525647,8562.622476,9621.389904,9786.859427,6224.670832,17643.70716,18867.36842,18464.59679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0812401@248.5262046432117_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22221.16325,21644.40789,23316.2132,1866.521578,1939.400392,1645.638424,0,0,0,8805.612707,11589.31236,14419.7537,64624.48823,59076.23363,28921.99219
209.0812261@222.7218822756409_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16384.19282,16082.50474,16005.99496,1515.101349,643.7558169,1339.455434,0,0,0,2339.911796,5754.144752,4723.730687,47794.51226,46323.77532,17087.52726
209.0787031@233.9240611069282_pos,5234.711795,3546.562352,3566.857447,9696.295029,11142.72066,11603.33555,17448.02412,17189.81343,13421.39288,2279.896305,1145.266641,1356.959557,47443.44077,47785.99243,48118.01634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0779217@277.4379724416987_neg,5969.511393,6406.021809,5349.805632,10258.98116,10386.77293,5180.05714,6544.27171,6851.452156,6076.909011,6309.370727,6116.327318,6074.860952,10210.36962,10178.37123,10488.15365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0758732@377.3251270296275_pos,118.544264,0,110.1267745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0432279@129.916753555673_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0314483@211.6746299742931_neg,18986.72598,19420.05609,18869.09573,12982.43213,12494.8246,13079.63801,22992.66042,23722.40609,22851.92509,7705.411073,7666.627853,7818.894884,7632.932145,7707.539223,7711.38793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0296293@123.965223726947_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1737.523879,0,0,0,0,0,0,702.3647656,1191.067431,6148.356251,0,0,0
209.0286801@161.3403347598346_neg,1548.514299,1961.226274,1424.699795,10259.58072,10502.50001,10491.57,8307.582197,16940.10227,8102.415565,3635.584567,7556.518657,7543.196468,32659.7294,33920.09543,33398.19603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0286386@194.986944447105_neg,37230.58202,29901.40897,37782.14545,40888.63961,40034.89828,28226.95904,56443.13466,57718.79209,55548.12992,35125.80719,34943.05384,28680.40437,64530.76767,67693.15898,67179.1466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209.0286211@177.2343897613143_neg,9366.935477,9499.91147,9143.015978,29400.65906,28847.55995,29183.23554,16973.81796,6205.660714,16580.64726,20758.55217,19589.81139,9634.764277,76373.48603,80389.6604,79909.65631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.9729657@17.79884306412806_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73649.02234,71153.65185,72416.18832,61485.13801,59644.09088,61389.8933,33862.00415,34082.51516,33649.08389,27539.80185,67169.02307,60949.07895,145420.6433,144512.812,57591.41347
208.9689932@7.603592669449483_pos,34390.0201,34751.89476,35637.78923,73712.69415,72056.23226,73252.0514,54953.6631,54223.04173,53887.61427,110113.177,111359.438,110818.2353,186204.2924,186883.5555,186319.0281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.8845498@16.0407417458096_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87613.83933,85888.76671,86747.55262,48252.29332,48380.95955,49307.05583,92418.45318,93346.02009,92811.73011,51323.16824,87667.10404,79002.54543,85741.76072,84251.23319,132088.6881
208.8827939@5.906711175219591_pos,42523.86446,43199.06261,43842.98408,86124.41553,83934.79399,84623.34977,46108.6265,46443.47524,45917.1737,43572.59555,42906.88855,42960.49558,63314.72741,65088.37102,64205.73583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
208.064124@132.6163171537888_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56269.76542,56792.22171,55086.48458,0,0,0,0,0,0
207.9295223@830.9999226260568_neg,476201.6019,568730.5639,504627.4224,459493.7044,492978.911,503168.782,473806.1817,426967.8818,400591.6411,306506.1177,379551.3356,367761.7517,313979.7956,432557.3162,358424.9388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1730067@478.1976317366463_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1595336@259.4009938973107_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4236.166405,3969.63332,4990.344454,15997.76391,6747.140656,8806.411817,37623.24087,37350.34173,37858.37672,16227.31303,17870.30244,17420.47205,26910.60136,27356.31002,2648.084775
207.159477@233.5320044296428_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1531.788217,4789.910579,2346.59563,0,135.740468,2411.477982,2710.949781,3253.550796,1404.525882,15173.20433,12954.38471,19724.13726,149.8859395,160.5247774,257.9350227
207.1479148@142.7073934039999_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.1384026@214.9778527202089_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35873.00754,34697.99277,35767.29476,30028.9143,30226.49324,29291.36943,18711.55826,19957.70065,21526.94672,22677.49365,25343.75052,22106.54777,10882.26247,10320.0995,1073.698137
207.1366029@214.8157422654895_pos,16705.09047,16218.05109,13011.62897,42924.73586,44381.24012,41584.46952,25077.73319,24648.96907,24707.53991,34807.47119,33689.98091,33747.89611,30664.85207,30844.18917,31111.07697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0669361@216.1203172009036_pos,52860.98177,57211.67537,54315.96425,136270.8709,133824.8797,134946.0172,105792.9665,104473.8198,105304.8387,225603.6266,225962.054,224472.0929,12184.64905,11941.208,11900.93396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
207.0663191@99.99796165084523_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152.1966171,0,1683.314693
207.0656134@219.0169118907259_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106702.5314,110518.6844,109067.4862,95197.44525,96209.50705,96208.69095,122734.0091,123097.6726,123203.6838,62348.29152,69965.04015,62079.01504,165.8466816,326.9906551,0
207.0656111@189.6215818520582_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135698.1675,134846.5143,134395.8722,100004.9548,97758.61708,99185.2234,88646.07457,88850.59298,88303.21155,61280.28488,73793.787,67108.69685,27610.86547,26836.0092,63421.90296
207.0656038@378.9290455551363_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4135.487041,2981.167549,3265.473002,44717.22713,44131.87456,43632.75448,0,0,0,0,0,0,0,0,0
207.0655647@206.0024706887945_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,380304.8382,376607.685,378247.3741,323508.6977,310091.5838,311375.9866,265664.4992,268849.0803,266446.607,206065.204,238665.8402,222067.5781,0,0,0
207.0502694@89.05103756695104_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,461.9489571,804.923877,1340.098423,0,0,0,46058.37232,12769.7466,32294.35378,0,13343.29043,8209.312254,1250.217305,460.7613636,207.5913969
207.032563@144.9201986942611_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,781.0519399,704.8419585,535.8507419
207.0130775@8.908163835886377_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.9952238@34.70057534116311_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.9711036@823.0656468157218_neg,52743.5917,55630.0779,57351.01785,54671.16015,52025.23129,53766.30433,48230.2733,47825.63658,44497.384,38766.47868,38682.16427,39010.6464,42292.56918,46218.35046,43635.99675,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.8863443@16.02472297430974_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384996.6017,380174.6872,385067.2346,214376.5256,213912.2013,215858.2206,412607.3242,417894.9906,412493.1079,232791.4378,393499.1336,349983.9749,380713.0695,375002.9559,577849.1514
206.8845494@5.861847782859535_pos,191295.5263,194346.6722,194685.115,386065.5554,380012.6024,380087.729,209503.2247,207777.9166,205404.1004,193372.7879,193519.5344,192912.2348,286038.6075,287003.7604,286131.1151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.0816061@215.7425350355846_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58367.76908,50731.5176,60004.7112,0,0,427202.9481,0,0,0,459403.3983,451922.9943,454530.8291,285659.5137,289416.5933,290044.059
206.0815483@220.1849360536785_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15684.90209,17136.20384,16754.61369,62358.8539,61358.97283,64331.29553,210.7145509,0,174.5598441,79413.04395,103244.0814,89021.48557,92404.19199,92751.88488,188428.4284
206.0806646@204.4970057099682_neg,4871.556052,3013.28891,1701.890093,26809.83736,25483.06726,26877.01912,31639.31322,32239.25812,31226.53043,0,0,0,42759.94819,52806.95677,51183.64865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
206.080645@219.3822780811753_neg,164014.9173,167254.3336,167861.5871,286214.1262,275361.5818,278002.5878,53219.62509,53525.83356,52505.18795,17301.83245,17301.72847,17494.47293,456092.7866,468976.7921,470533.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.9879124@67.54207225740515_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.9878647@50.31252752680032_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.1954687@626.4875030403796_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64324.49618,62640.22313,61577.3855,23376.14653,24916.20092,22509.0968,0,0,0,0,0,0
205.1936523@626.793076958814_pos,12627.49669,25960.74595,1686.5969,0,0,0,0,0,0,22816.84411,27722.41747,27306.72404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.1714708@126.0730015024127_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49023.41195,17945.30678,10707.58456,12193.03085,16878.31302,10949.00359,53003.08931,50846.26294,50309.97297,0,3076.749645,506.5581259,0,0,0
205.1438401@328.085523770319_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6786.895742,56795.45297,82996.71673,12918.73647,23480.9004,58120.37535,4317.137298,6841.609262,11345.07175,13175.25287,8779.443952,12101.55897,2699.473672,8065.317647,9105.555772
205.1366524@126.0343424905312_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116685.8853,121681.9514,153235.3828,18619.13855,31884.38757,17224.78992,130116.792,129159.5161,126897.5827,0,65631.14879,37422.34505,0,0,0
205.1360647@109.0635828435919_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69559.36875,0,0,0,0,0
205.1227317@329.3936562107282_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,630.4417856,2599.796227,2444.665739,16963.87053,17584.90012,16914.05116
205.1197219@109.6777053516377_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134704.9055,0,0,0,0,0
205.1192111@119.8310709795011_pos,29690.70891,37644.98744,36325.95424,107472.9619,118131.4262,67137.88897,144745.0302,146533.2699,117010.216,30225.58077,17988.56897,29742.59904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.1169987@13.43470486757404_pos,10640.35358,11387.00792,11612.8598,14675.31393,12098.13015,15219.51278,15527.78728,17268.09427,10165.29776,10294.76666,11818.25555,13200.69813,4413.063668,7758.009926,4303.535206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0975084@125.9775545822123_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3259049.465,3240890.105,3606905.362,1859978.999,1902932.381,1747283.206,3640602.583,3635898.195,3590040.795,26229.41425,3136754.313,2488420.264,384684.7521,387914.5012,1139619.047
205.086368@503.1972509211142_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57504.15094,58507.19172,62669.2732,48307.25474,46991.90517,52962.56542,41396.50005,15728.71518,41321.77654,80120.26137,47948.57024,19630.73698,57570.22415,56904.64804,84484.64907
205.0858733@474.568824788044_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0848627@717.1827619583548_pos,798.4113617,590.5868552,638.4307605,203.1339081,187.5619133,171.7544858,114.7901525,145.6224478,115.6688982,95.80988326,105.399665,111.0935052,124.7504607,110.5741644,142.5384841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0846127@501.8996616939012_pos,66162.61446,67640.45734,67182.64748,73331.78126,72817.28808,72166.4566,55938.15601,58108.44426,57545.35637,46297.18211,45628.77508,45186.58561,50692.00105,50053.77424,50840.72901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0711689@119.6681473686522_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3918.816476,3812.605588,3743.523134
205.071115@168.6756256342135_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82723.25418,68621.59532,93680.24896,0,0,0,0,0,0
205.0710691@380.5313280259784_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150301.1309,23025.75902,6845.374716,0,0,0,0,0,0
205.0710087@204.0592212602604_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80844.97778,62294.97621,32511.84633,0,0,0,0,0,0
205.070921@424.4027108357265_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20509.67391,125978.2203,8937.47684,0,0,0,0,0,0
205.0708425@222.7103429137147_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,306282.0278,359376.6352,379863.9735,0,0,0,0,0,0
205.0707927@446.0120667516626_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,315367.6176,199337.2781,327946.6123,0,0,0,0,0,0
205.0707772@59.78025157291503_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.840529,48725.39305,3542.116335,0,0,0,0,0,0
205.0706374@393.9652456070305_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10043.4576,4279.873136,144553.3286,0,0,0,0,0,0
205.0706316@80.58876717345912_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147.8420856,98760.70553,122365.4456,0,0,0,0,0,0
205.0705796@560.5459145022076_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1408.155332,1919.045186,43165.71256,0,0,0,0,0,0
205.0704321@29.05470393218472_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123.6925696,148.4977205,130.1440911,2535.783689,748.2658702,24168.69664,0,0,0,0,0,0
205.0701286@91.84034418937564_neg,0,0,0,40153.27035,51343.81903,52118.43694,96859.38361,95936.24118,93637.82486,689.9600617,603.4454004,378.3166042,57285.12453,61963.64936,62911.26424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0347944@176.7134521117174_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
205.0347937@197.0533416753071_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,667.0754827,164.6498564,321.0034513
205.034746@210.9016868005248_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5202.250012,5425.995357,5031.148337
204.1369442@461.7514608675958_pos,21676.26113,23896.53135,23985.86739,29683.92194,30257.51203,28455.3419,24219.73619,24979.05752,25043.14884,17203.95993,17700.99636,17849.74286,21505.0575,21026.90577,20765.4469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
