feature,Common-bean_G13094_cooked_pos_472025_011,Common-bean_G13094_cooked_pos_472025_012,Common-bean_G13094_cooked_pos_472025_013,Common-bean_G17162A_cooked_pos_472025_014,Common-bean_G17162A_cooked_pos_472025_015,Common-bean_G17162A_cooked_pos_472025_016,Common-bean_G4449_cooked_pos_472025_023,Common-bean_G4449_cooked_pos_472025_024,Common-bean_G4449_cooked_pos_472025_025,Lima-bean_G26506_cooked_pos_472025_017,Lima-bean_G26506_cooked_pos_472025_018,Lima-bean_G26506_cooked_pos_472025_019,Tepary-bean_G40084_cooked_pos_472025_020,Tepary-bean_G40084_cooked_pos_472025_021,Tepary-bean_G40084_cooked_pos_472025_022,Common-bean_G4449_019,Common-bean_G4449_020,Common-bean_G4449_021,Common-bean_G13094_022,Common-bean_G13094_023,Common-bean_G13094_024,Lima-bean_G26506_051,Lima-bean_G26506_052,Lima-bean_G26506_053,Common-bean_G17162A_038,Common-bean_G17162A_039,Common-bean_G17162A_040,Tepary-bean_G40084_085,Tepary-bean_G40084_086,Tepary-bean_G40084_087
Group,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,Cooked,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw,raw
224.9887633@5.339586888963286_pos,7943.539423,3936.748676,3811.666792,5634.858028,14730.48683,8697.679331,16429.05828,16321.97626,16635.34417,14868.1722,12563.55695,10780.81205,16520.90825,16966.22795,16972.42036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.1860452@259.4212599400763_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150.425456,1274.614916,2033.585227,2215.471645,1590.980794,1963.162478,15844.94426,9824.372725,16425.48799,2664.156817,6704.462779,3683.783313,9295.027223,10160.54739,0
224.0755708@76.4942404580154_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1004.553862,862.7389962,305.1403715,703.4038795,201.4195632,220.7635844,0,0,0
224.0539528@204.8947200231084_pos,404222.2486,394138.1697,405210.0691,436442.5371,430767.6288,439397.4487,380968.1073,375113.0008,380265.4383,351260.7588,354637.3213,348959.2258,417984.4914,416504.6533,417594.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.0361046@174.2191587807326_pos,4219.867486,3269.325572,3250.977732,0,0,0,6703.415708,8668.359181,8549.403592,0,0,0,26354.28514,26072.43892,26258.18106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
224.0335656@141.6597370834732_pos,0,0,0,11850.55901,10939.17045,10727.79039,1097.348928,918.3666741,2704.500467,0,0,0,5043.709722,2636.863162,1780.915946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.9888706@92.02545395751983_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8237.962598,8336.797679,211834.4545,200142.1822,3323.170846,162579.0224,177.3297223,314.3148093,164.3794555,168.2332139,1654.696047,662.9187355,4980.362875,2815.062312,204541.0929
223.9888526@821.7122581925821_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29429.39827,23193.92951,502227.5244,422304.5226,423488.7905,400915.2359,267898.7516,151622.8179,270386.945,392779.6444,481010.8487,440107.2903,507825.5134,513035.1092,717660.4526
223.9874788@1.800322534326529_pos,26349.78663,25875.31791,26301.00226,51793.69218,52488.16243,52254.4142,56005.72299,53765.07513,55247.15455,49724.90068,49495.24052,49290.76937,53748.78316,53960.45281,54896.88788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.9868956@829.5991665339653_pos,442234.5358,435300.4708,432360.1977,573484.4575,555308.5223,537328.4892,438624.8553,423313.8109,409324.984,314310.4,313593.5215,317081.0593,400359.4732,393031.4761,411021.6395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.9868943@733.3776174253414_pos,102173.8503,97276.03704,97493.482,96720.92158,128724.5169,117991.9854,3080.024071,85384.25871,89709.87012,65736.75546,69311.22864,68026.51417,83492.35516,76343.54846,73189.98725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.9854351@4.96052200350162_pos,26349.78663,25142.32932,26301.00226,51793.69218,52488.16243,51964.92654,56005.72299,53765.07513,55048.5285,49346.79907,49263.44204,49290.76937,27916.15111,28138.35358,28293.6725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.9726566@18.2120031932535_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13108.81637,10847.34138,11949.91722,11189.62561,14650.85647,7230.345473,16803.72578,15815.32754,14915.79583,13689.9289,34214.06148,31927.86945,9155.16609,2079.175606,24481.90314
223.1547236@186.8945708550807_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79603.36524,54428.8052,18839.89826,206312.9575,50792.2493,20507.28472,0,0,0,0,0,0,0,0,42654.02498
223.0950755@393.1615904512892_pos,60991.50897,57137.8576,65328.6291,83368.32206,81884.33183,85599.74784,58501.82628,53501.10212,53850.95075,48640.34176,44876.02393,45430.0067,69813.27783,68284.83658,79916.23409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.094832@229.334866482166_pos,53390.66877,72952.05419,54862.12724,68832.88182,63263.75472,71952.92898,60839.21697,50196.35043,29460.9569,33726.25989,38152.0801,26483.05687,70972.38477,71454.49952,89828.67623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.0742731@293.573288147263_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.0604683@315.5926124004203_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.0487196@211.4496627272711_neg,21219.58277,21602.02042,21355.47052,13418.4374,11785.60443,12781.99163,4581.686174,10786.05104,11058.73065,15610.03357,16072.73935,16349.94748,14230.6574,16299.14915,16568.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223.0451191@159.5407496294104_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,598.8250703,941.4119191,416.5029932
223.014469@31.88884860069076_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.1857707@286.8326794989521_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19366.03752,14845.82023,18495.48118,8677.414003,11468.77157,12542.81141,0,0,0,13412.94794,15590.23862,11553.74404,7639.135767,14295.61054,9840.30465
222.0595153@30.96314194694206_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
222.0401894@235.4071839913278_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.6267705@287.7253434117472_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,412.1796487,287.0389781,468.6058255,0,0,0,0,0,0,551.6764328,209.038441,369.8248316,0,0,0
221.152812@399.7971359756482_neg,23397.24859,23936.3981,24127.45733,20338.79133,19996.96489,20077.89899,17467.13293,17261.3786,17279.06404,12499.06571,12103.6477,12330.37235,18545.0805,19496.3217,19434.88532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.0812806@247.7657920125243_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,227146.9339,225397.3562,227257.3411,14220.58331,19774.51449,21655.54381,0,0,0,42735.6786,51174.24404,46064.44593,0,0,0
221.0812748@257.1511990776605_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54575.22097,53757.0829,54707.92481,5492.043493,8143.124008,5567.387603,0,0,0,9773.055726,27792.38747,8903.062287,0,0,0
221.0649786@247.1271705252424_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.0560837@161.131953627605_neg,0,0,0,0,0,0,0,0,0,1191.190626,788.4878748,1057.840606,27063.63048,26925.93829,27710.34244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.0426426@18.4951351637504_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27945.17626,27543.13363,27762.4046,24516.08865,23722.92419,22990.46861,4020.746612,4394.390671,3030.500086,3507.205699,18157.93695,21762.74741,8430.381909,4771.622977,13055.79775
221.0075129@312.6628029175959_neg,0,0,0,11455.58414,11223.50995,11420.22689,0,0,0,952.4109791,1297.681955,642.4922207,513.8578655,674.0154278,460.0558477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.0074949@255.8567434675552_neg,0,0,0,28698.90954,28325.10541,28143.29776,656.2792587,1021.841164,1142.11917,7545.285024,7551.585709,3979.734224,12171.27438,12758.30478,12499.36782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221.0074429@229.6652203142002_neg,0,0,0,18791.6654,17954.76544,18272.26096,1744.300411,1449.913481,546.1577815,8558.970698,8361.159533,8581.302393,3445.885086,3152.220954,2032.137084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.9820465@12.54328826934334_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49307.63779,48648.47151,50531.2952,36412.81279,36081.18342,34899.38644,40838.80741,41226.45117,40801.03009,0,33113.61007,29849.66682,28410.15788,27593.20373,32973.31995
220.9802767@2.845669099970721_pos,28702.53549,28600.87317,29125.03027,55789.12569,55530.96962,53085.33984,54005.59361,52354.68693,52851.72091,47484.99247,47510.4668,47003.56864,52621.79499,53214.64903,52890.11064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.1186042@32.6181209213627_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
220.0280091@82.40880561525994_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6367.65115,3533.810969,2040.065672
219.9835266@3.488785389738037_pos,25342.89494,25383.91064,25668.95999,50566.42889,49370.26346,49043.38965,48809.32162,47850.71099,46780.09751,41658.74926,42345.68053,42125.76677,47167.67828,47188.44806,46992.19515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1748161@896.9987646989348_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184.4225264,170.9954851,186.3958648,141.5399317,129.0317103,137.9607608,151.9998258,188.3064582,170.8826737,744.6878825,495.9907702,1406.551935,686.214212,2282.538919,2382.213017
219.1747835@687.6157835972408_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18842.70324,19835.67149,17614.31318,17565.70137,17000.24811,19150.02006,14107.14607,15130.8368,14737.01326,26692.7672,28622.86882,32305.13667,26788.97773,26908.20987,41825.91525
219.1747831@352.5968480445497_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105443.3368,106174.8355,107078.6823,72022.03306,68545.14876,69612.68678,14523.48883,14828.2604,13528.41188,79376.65031,81747.86755,72864.26121,79334.03022,76473.13742,101960.9605
219.174779@334.422752190445_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51178.5928,52080.88797,51084.38403,30894.23445,30534.18774,30643.92273,28189.18976,27335.10823,25835.12142,63700.16139,55280.34994,47031.20922,63582.26368,61915.73588,54910.1296
219.1747782@486.4589120785699_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102570.8137,104300.8853,109021.8783,97087.84156,92272.95392,95448.64201,101166.49,103997.6874,99902.3577,256977.1436,154425.9456,141188.7448,175038.2313,165665.6961,231477.503
219.1747754@632.8857383904549_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49091.72781,42649.03341,34460.53056,32635.47798,28709.28766,28499.1876,44005.62814,41338.15031,41213.62969,45161.76531,44567.9962,55577.49302,63996.14166,44065.0713,70111.31496
219.1747733@298.3950464542845_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18043.32838,17264.50558,17322.95369,22497.85596,21746.60861,21549.28307,657.0722647,1703.997844,4119.69436,1025.99673,2639.57304,3662.178577,2845.80202,13039.10762,4103.051234
219.174771@508.8861133621459_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41506.29559,39845.52132,43317.94291,34322.00255,34391.1525,33223.60521,13150.39953,13514.9843,5693.720482,34287.10895,32790.59902,31384.37591,57849.99691,49054.97613,87200.18842
219.1747412@407.0215761052356_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30763.18139,29774.57119,31051.08639,32853.37834,32560.26441,31776.53902,1732.858004,2747.577977,4365.537619,2936.316445,6305.704897,3404.462348,1624.868736,639.7894034,346.7729578
219.1729383@537.9259331298457_pos,103.8559513,110.6871301,119.9951406,148.3044973,157.6012532,138.1031567,114.353687,115.4337557,117.9866868,84.33854881,91.68164573,92.01194347,122.9802113,116.7287638,105.3892249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1729178@260.9061691359624_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1729061@436.7102818904197_pos,17869.44622,18564.87538,30385.39564,21644.24316,20827.2203,21390.43092,18429.2348,18641.70736,19551.13021,14474.02233,14904.73961,14360.93122,29861.50222,18712.30765,18518.28335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1728964@353.0173093613087_pos,30871.65233,32228.52858,31922.8672,43351.15042,42349.70625,43022.73223,37088.21669,35464.5165,35776.34036,34758.15865,35177.63181,34176.6899,32109.86973,32612.63171,32677.75166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1728936@689.5070993016991_pos,33951.82628,34523.33122,34166.20198,46147.81223,44104.65777,43357.73551,31559.58021,28432.4285,29393.993,26098.48451,24622.14652,26205.34033,29505.65267,31040.23948,30850.3421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.172892@333.8814204513922_pos,43713.42884,45869.67094,46325.01311,65178.33785,64864.34925,63876.37897,57663.7754,51177.70511,51842.60066,57973.05721,57897.98896,57010.76065,52837.28777,52264.27343,53285.76686,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1728867@461.7554497018367_pos,11936.70808,11981.30217,11882.06527,15003.53654,15794.39541,15929.20782,12428.01252,12806.61253,12409.83414,10520.66735,9963.613495,10140.48816,12131.20937,11749.77836,11683.58714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.1728862@484.299354615792_pos,23673.03965,24119.24935,24805.14652,32457.55205,32836.19667,32087.2356,25052.50262,25479.56134,24357.90665,19130.00905,19145.82018,18122.59907,21879.38511,22517.32155,23249.5913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.0493619@36.66034696763693_neg,265.757088,359.0608235,412.8676246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
219.0270296@18.66204567784465_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,319312.2422,306413.7197,305898.2232,124491.8571,116880.5036,116758.1947,62967.55755,63563.88244,63036.84736,1374.754118,65234.49112,58281.80319,100714.2917,99853.87144,185132.3657
219.0254066@8.993176886410595_pos,867929.5099,882898.5073,887518.7313,491220.1115,481281.483,481692.4063,1000863.935,990179.4485,1005044.148,156599.6644,156574.8296,157001.6785,147582.6525,147911.0233,148105.3158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.9841019@12.62257025688704_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151316.7407,149651.4176,152005.3491,109521.5397,106443.7763,107701.264,123173.6342,124486.2124,122627.4729,0,102634.9252,93186.34585,85080.23149,84913.9457,98915.19154
218.9821643@2.922906122295206_pos,86822.07345,88243.17161,88972.18884,171548.4204,169085.7094,167061.7251,166468.1504,161814.0164,160415.5481,144452.0602,144452.8429,143518.665,162284.3423,163189.9921,161596.5333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.9489127@12.81476603700506_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32252.53515,31527.03027,32311.67687,13324.27882,26201.59618,26765.76322,26967.98393,26787.49322,25955.14839,0,36185.09232,32558.39784,29406.90969,28794.62822,22429.528
218.2100335@253.4958762055329_pos,51650.13729,53442.75614,53236.78578,64163.04955,62979.12921,60930.53258,52562.71434,52393.34647,52773.02283,35512.73314,36865.82987,35079.5919,42561.4903,42784.33746,43245.97657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
218.1391539@183.275411808215_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9713.547753,9295.337168,6306.790982,147.4164749,194.4915381,178.6248581,5162.558587,12577.86283,1639.83369
218.1027764@186.395025183361_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16450.29101,22013.54982,21746.9621,11955.13702,9707.810549,25837.9946,25393.08913,25506.71427,25242.33354,234.5503772,22680.24973,14129.8634,65738.0488,64001.50234,52662.1437
218.0475704@146.3347346459405_neg,159531.231,162982.2976,167111.1163,750451.6284,731798.5989,739946.4403,294749.2918,295006.1752,287115.8886,10557.68558,11790.41352,17573.23527,299196.4367,318193.4082,316693.2161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1955109@406.5154961700303_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,258114.74,253471.0885,258420.8746,274181.9644,267753.6576,265183.6711,92895.83724,90238.53127,78941.16133,68862.76362,84633.9,74936.99633,23134.6224,31012.5739,7268.106439
217.1954921@626.2194999778685_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17987.44881,18987.61447,18748.52246,1746.489458,6876.408444,2136.875951,0,0,0,0,0,0
217.1954789@300.1463027631282_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34866.57816,33942.26948,34342.68054,65550.01305,63185.77432,62229.97892,9158.423276,9130.978679,4857.072816,12981.20417,15622.80373,14365.51645,0,0,0
217.1954703@420.0602321576593_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11598.23503,11470.65183,11906.65588,10514.02242,10205.76705,9571.883885,3832.986913,723.8805718,2502.01629,2406.364659,17211.57165,2380.432649,5766.793534,10057.87626,7268.106439
217.193641@626.6360362406676_pos,8221.95482,7956.53418,8765.610263,0,0,0,0,0,0,1177.823413,7992.056193,2360.267521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1936173@297.3278062839122_pos,10904.28309,10972.06244,10508.35328,18097.0998,17615.11164,17884.76983,9599.720215,9370.134326,9021.596043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1919226@408.1576598922337_pos,59124.37564,58535.96966,71542.52873,62425.1744,61414.96784,62337.22126,84675.12448,85598.66177,85161.09066,14098.37738,8406.949601,12261.97389,1654.640126,2179.737084,2440.269513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1573394@480.1693721774046_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.157302@561.9352603643692_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1572845@217.7368943535022_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1064971@236.7531307325516_neg,3684.824353,5151.721124,3178.608839,13068.10657,12721.16751,6937.216658,6545.992435,3915.61732,6490.017179,4610.155992,4860.718339,4599.330484,22453.89189,23491.14919,24098.75144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1057468@114.0202189185061_pos,0,197.0495256,118.9538223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.1050616@137.987082559328_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111416.0574,100286.4426,103311.159,166790.9301,64569.8075,60992.34296,2791.147847,6151.387728,6478.527083,0,16832.92313,25766.71689,44138.61263,45735.6802,73873.15481
217.1032773@134.2030982963043_pos,126502.4272,139314.1102,150072.563,193980.8763,201838.5109,231269.5254,123272.0877,124236.3813,134258.4006,62684.37064,68998.92045,75695.53457,154276.5611,152509.2432,164447.9075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0823947@243.6437157613696_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2215.07371,2123.002447,1600.826688,0,0,0
217.0785339@12.71186340234393_pos,11233.96174,10163.87425,7118.137702,214974.3535,208212.4251,211968.2634,19513.39809,15734.02096,11260.4978,99331.14684,101013.706,97479.28029,187983.9242,188530.8711,188360.8278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0769411@307.6579258786932_pos,0,0,0,18000.97729,20047.04246,19889.05974,234.599639,245.9618542,114.344442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0762956@12.27564197710571_pos,11233.96174,10163.87425,7118.137702,145333.5406,160162.9436,151030.2674,19513.39809,15734.02096,11260.4978,40617.81834,40951.37463,41171.50626,166865.5376,164159.5996,167863.1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0307149@17.73393383804372_neg,63225.25348,63768.38797,65448.52882,24784.776,23677.09497,24021.87626,68816.50695,69442.82759,66800.76172,4626.143239,4638.838756,4472.317146,12077.61736,12260.93404,12557.3813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
217.0238812@83.75216866725788_neg,0,0,0,0,0,0,0,0,0,0,0,0,71.33384868,77.54838684,88.3988246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.9510972@12.83110169571907_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190746.3722,188969.6764,190429.9481,154224.3604,157516.8254,158019.252,159900.7812,159867.66,155823.3056,7059.855821,219111.6558,198318.7186,173997.8235,172318.1403,190794.2863
216.9492552@3.167192381814953_pos,149915.8518,150247.2014,151319.0784,172710.637,171394.8911,176770.4543,188163.7583,190221.6267,203929.9899,133277.1294,132731.6382,132685.5838,162188.6256,159620.5496,162150.5067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.9061561@18.37026994104411_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.1964394@242.5456647169837_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
216.0870975@162.3863601819658_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24923.60453,22762.33552,23376.56432,51228.65329,51477.07962,52143.85766,6042.725845,5683.818504,2394.492401,0,38845.2565,37229.11398,147377.2001,145563.2832,157587.9582
216.0870319@181.1718005203588_neg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1913.863769,1562.573306,1841.750308,11627.59184,12048.39758,11759.12474
216.0860823@147.5461667588371_neg,69412.00741,72331.52921,75620.30066,95002.91848,86573.70241,89887.69399,8094.247784,4306.42597,3713.224127,37611.34282,36120.24192,35930.06465,376718.2549,403785.3506,403914.2527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.1314482@309.3485822788559_pos,2189.3093,1520.693592,1897.412339,15541.15405,16991.84789,18199.303,6231.675185,5142.848058,5054.869774,3155.94213,2197.298518,3857.34521,23085.62267,22530.05937,22446.03328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.0908161@222.9948593396531_neg,5062.684808,5038.587134,5654.682823,14672.06773,15755.9117,14080.33337,6238.332912,5883.160186,5708.33033,4750.464111,2366.667943,4371.098509,26856.22063,27614.09694,27865.39966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.0688409@385.058729108948_pos,2107.399341,1970.77939,1047.565365,11646.58132,14058.00032,13471.80554,4035.976618,5049.374084,5283.408785,2552.918713,4290.64152,2248.294227,24259.74208,24138.2677,24315.11779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.0340162@163.4389600195312_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,754.5229823,147.6192724,182.0124462,0,0,0,0,0,0
215.0312452@86.95804879727943_neg,847.1036071,325.3945124,234.7053641,0,0,0,171.5568308,98.81697449,86.34967795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.0312403@17.76759190488036_neg,187090.8112,187679.7151,193744.9062,77372.72301,73974.88231,75240.8637,201631.1499,202571.6789,194092.7473,13581.96254,13264.20747,13566.49601,38846.69509,40005.21041,40204.62095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
215.0166872@33.91642687553972_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217022.5163,203260.7726,203795.8586,156089.8345,145132.9557,144123.6196,14924.45411,40981.25766,50139.09691,2990.326496,37356.67193,20822.13093,108482.6291,107953.0403,196755.6648
215.0148552@24.97096187849499_pos,221879.5027,225999.8143,226620.581,177714.4557,170751.1172,170731.2197,251544.3973,248088.8128,253691.1836,214526.7683,214911.474,211409.1889,68052.87923,69147.76567,69427.45275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.9177365@12.92352406256743_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28764.82622,29257.71748,28765.16327,26728.08465,27932.35824,29096.78906,21334.02561,17762.86973,19925.76286,12897.46473,48736.65205,43115.63636,37937.98172,37890.56885,42585.91893
214.9161777@3.223894759834621_pos,55789.05732,55779.09831,57244.56568,39002.30777,37575.84802,39916.48991,44388.48274,45986.57857,53034.49212,25635.8492,25495.39726,25493.844,33738.94351,33791.83418,33014.44735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.2514861@384.025997938274_pos,9499.708071,8272.05729,9656.460188,12089.98837,6800.164607,10983.8887,9268.985386,5872.901419,9230.368809,7903.501952,8218.957133,6295.721688,5522.359274,6823.115623,7670.927546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.1067927@217.5158635545441_neg,994.8080633,888.4440318,733.0964167,17132.81191,16777.64162,16394.39808,9651.680334,9623.081358,7710.351667,985.4070391,715.2354191,911.3060393,9281.763296,11623.334,5586.92116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
214.0704827@161.8835930551294_neg,12200.34537,7231.894937,11698.97708,2556.53081,3227.678023,4459.856788,2660.804497,3081.110334,1511.705864,0,0,0,118414.1684,117424.2847,117820.5104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.962164@198.3404391538267_neg,201516.0299,226606.1948,197919.8091,375766.7329,280154.9149,371206.2015,148302.5501,147379.0306,143862.565,313373.8508,309134.7786,247594.5126,133652.5265,141281.7345,142105.6629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.1115747@308.0346434571564_neg,1307.098018,935.0971155,1228.468685,2589.698969,6060.49496,3894.339645,635.2763167,1305.019689,1506.031999,746.7934272,397.6324618,838.4663328,12001.60092,12784.63811,12721.41823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
213.0752778@18.08154207825679_pos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,162409.2417,156020.0219,155083.6156,194493.2583,187790.2753,189313.5161,68223.71413,68772.65323,66563.76313,48043.09323,113054.859,101799.304,107706.9392,107610.0756,141887.9834
213.073497@8.653681864781703_pos,103052.5903,106918.9819,105972.2163,133417.894,131863.8003,132731.5522,74524.18108,74991.97227,75778.44904,56611.72953,58141.62623,57612.52841,73601.9293,73516.56091,72283.9424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
